u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,speed_kph,travel_time,bridge,width,junction,ref,access
1378851423,1378848229,0,292219216,True,2,Diagonal 31C,secondary,30,False,69.704,"LINESTRING (-75.5806224 6.1696174, -75.5806334 6.1696763, -75.5806564 6.1698274, -75.5806518 6.170005, -75.5806161 6.1701185, -75.5805591 6.1702215)",30.0,8.4,,,,,
1378851426,1379564582,0,1074612061,True,2,Calle 25 Sur,secondary,,False,60.763999999999996,"LINESTRING (-75.5806517 6.1688226, -75.5806235 6.1686087, -75.5806249 6.1684494, -75.5806322 6.168357, -75.5806384 6.1682785)",50.0,4.4,,,,,
1378851441,1378851452,0,1018842847,True,,Diagonal 33,residential,40,False,67.223,"LINESTRING (-75.5816011 6.1684004, -75.5818651 6.168945)",40.0,6.1,,,,,
1378851441,1378851426,0,123730017,True,,Transversal 35D Sur,residential,,False,116.009,"LINESTRING (-75.5816011 6.1684004, -75.5812471 6.1686179, -75.5810832 6.1686994, -75.5809387 6.1687556, -75.5807096 6.1688091, -75.5806517 6.1688226)",35.0,11.9,,,,,
1378851447,1379564564,0,154884796,True,,Diagonal 33,residential,40,False,60.372,"LINESTRING (-75.5821037 6.1694011, -75.5824807 6.1697939)",40.0,5.4,,,,,
1378851447,330636786,0,123730019,True,,Transversal 35A Sur,residential,,False,146.503,"LINESTRING (-75.5821037 6.1694011, -75.5813401 6.1697878, -75.5812565 6.1698208, -75.581169 6.1698345, -75.5809428 6.1698435, -75.5808795 6.169846)",35.0,15.1,,,,,
1378851449,1378848218,0,123729850,True,1,Diagonal 31,residential,,False,66.966,"LINESTRING (-75.5798545 6.1694513, -75.579734 6.1700415)",35.0,6.9,,,,,
1378851449,1657066296,0,154888091,True,2,Diagonal 31C,residential,,False,50.911,"LINESTRING (-75.5798545 6.1694513, -75.5803031 6.1695548)",35.0,5.2,,,,,
1378851452,1378851447,0,1018842847,True,,Diagonal 33,residential,40,False,57.165,"LINESTRING (-75.5818651 6.168945, -75.5821037 6.1694011)",40.0,5.1,,,,,
1378851452,1378816135,0,123730018,True,,Transversal 35C Sur,residential,,False,138.23499999999999,"LINESTRING (-75.5818651 6.168945, -75.5828928 6.168414, -75.5829724 6.1683677)",35.0,14.2,,,,,
1378853838,5529679695,0,1018851096,True,2,Carrera 35,residential,,False,86.848,"LINESTRING (-75.5836248 6.1662516, -75.5836052 6.1662815, -75.5832133 6.1668792, -75.5831958 6.1669059)",35.0,8.9,,,,,
1378853838,1378816123,0,1018851107,True,,Calle 38A Sur,tertiary,40,False,68.273,"LINESTRING (-75.5836248 6.1662516, -75.5836524 6.1662693, -75.5840673 6.1665383, -75.584077 6.1665441, -75.5841438 6.1665843)",40.0,6.1,,,,,
1378853843,330634669,0,351458389,True,3,Calle 37 Sur,secondary,,False,72.951,"LINESTRING (-75.5827095 6.1675723, -75.5832733 6.1679132)",50.0,5.3,,,,,
1378853843,1378851441,0,123730017,True,,Transversal 35D Sur,residential,,False,153.94400000000002,"LINESTRING (-75.5827095 6.1675723, -75.5826134 6.1676946, -75.5816011 6.1684004)",35.0,15.8,,,,,
1378853843,9397383703,0,292219034,True,2,Calle 37A Sur,residential,,False,156.37199999999999,"LINESTRING (-75.5827095 6.1675723, -75.5821444 6.16641, -75.5821212 6.1663562, -75.5820915 6.1663077)",35.0,16.1,,,,,
1378853846,5534334371,0,1018179343,False,,Carrera 35,residential,,True,6.559,"LINESTRING (-75.5840617 6.1655845, -75.5840922 6.1655339)",35.0,0.7,,,,,
1378853846,3924033371,0,1020418575,True,1,Calle 39 Sur,tertiary,,False,30.049,"LINESTRING (-75.5840617 6.1655845, -75.5838305 6.1654424)",60.0,1.8,,,,,
1378853846,5534301831,0,123730028,True,2,Carrera 35,residential,,False,81.79199999999999,"LINESTRING (-75.5840617 6.1655845, -75.5836759 6.1661755, -75.5836589 6.1662015)",35.0,8.4,,,,,
1378864800,1378869626,0,352326137,False,,Calle 40F,residential,,False,86.355,"LINESTRING (-75.5884586 6.16328, -75.5889155 6.1639099)",35.0,8.9,,,,,
1378864800,9665130531,0,123730425,False,,Calle 41BB Sur,residential,,True,72.223,"LINESTRING (-75.5884586 6.16328, -75.5885535 6.1631593, -75.5885922 6.1631063, -75.5886429 6.1630451, -75.5887525 6.1629049, -75.5887947 6.1628489, -75.5888135 6.1628003, -75.5888061 6.1627489)",35.0,7.4,,,,,
1378864802,1825621036,0,123730423,True,,Calle 40D Sur,residential,,False,49.524,"LINESTRING (-75.5884313 6.1655439, -75.5881441 6.1652021)",35.0,5.1,,,,,
1378864802,1378864843,0,123730432,False,,Carrera 40A,residential,,False,71.94,"LINESTRING (-75.5884313 6.1655439, -75.5879053 6.1659248)",35.0,7.4,,,,,
1378864802,1378864837,0,123730432,False,,Carrera 40A,residential,,True,70.589,"LINESTRING (-75.5884313 6.1655439, -75.5889518 6.1651762)",35.0,7.3,,,,,
1378864805,1378864845,0,123730600,True,,Carrera 39A,residential,,False,71.529,"LINESTRING (-75.5878207 6.1648301, -75.5883143 6.1644142)",35.0,7.4,,,,,
1378864808,1378816147,0,30794381,True,,Calle 36 Sur,residential,,False,88.453,"LINESTRING (-75.5850416 6.1700849, -75.5843621 6.1696649)",35.0,9.1,,,,,
1378864808,330634181,0,123730430,True,,Carrera 40,residential,,False,97.088,"LINESTRING (-75.5850416 6.1700849, -75.585504 6.1693426)",35.0,10.0,,,,,
1378864812,5459991640,0,1135679198,False,,,residential,,True,17.681,"LINESTRING (-75.5945193 6.1657868, -75.5944564 6.165933)",35.0,1.8,,,,,
1378864812,3501089965,0,1112115426,True,,Calle 44 Sur,residential,,False,52.119,"LINESTRING (-75.5945193 6.1657868, -75.5941576 6.1655509, -75.5941251 6.1655297)",35.0,5.4,,6,,,
1378864813,1378816139,0,30035536,True,3,Calle 38A Sur,tertiary,,False,94.161,"LINESTRING (-75.5863412 6.167984, -75.5863922 6.1680159, -75.5870626 6.1684342)",60.0,5.6,,,,,
1378864813,3239992760,0,906426548,True,,Carrera 40,residential,,False,87.107,"LINESTRING (-75.5863412 6.167984, -75.5863752 6.1679292, -75.5867549 6.1673173)",35.0,9.0,,,,,
1378864815,1378864839,0,352326137,False,,Calle 40F,residential,,False,62.744,"LINESTRING (-75.5892253 6.1643047, -75.589581 6.1647444)",35.0,6.5,,,,,
1378864815,1378869626,0,352326137,False,,Calle 40F,residential,,True,55.679,"LINESTRING (-75.5892253 6.1643047, -75.5889155 6.1639099)",35.0,5.7,,,,,
1378864815,5460268357,0,1075739222,True,,Carrera 40,residential,,False,34.959,"LINESTRING (-75.5892253 6.1643047, -75.5889872 6.1645116)",35.0,3.6,,,,,
1378864815,3499701229,0,"[352326136, 123730601, 343046668]",False,,"['Carrera 40', 'Carrera 40A', 'Calle 44B Sur']",residential,,"[False, True]",355.388,"LINESTRING (-75.5892253 6.1643047, -75.5893421 6.1641922, -75.5894426 6.1641094, -75.5895575 6.1640069, -75.5896966 6.1638214, -75.5898459 6.1635966, -75.5899951 6.1633721, -75.5901542 6.1631326, -75.5903806 6.1628036, -75.5904208 6.1627796, -75.5904798 6.1627889, -75.5908017 6.1629983, -75.5908164 6.1630329, -75.5908111 6.1630783, -75.5904294 6.1636948)",35.0,36.6,,,,,
1378864817,330634997,0,577255128,True,3,Calle 38 Sur,secondary,40,False,83.596,"LINESTRING (-75.5859062 6.1686848, -75.5858594 6.1686544, -75.5853921 6.1683603, -75.585311 6.16831, -75.5852669 6.1682833)",40.0,7.5,,6,,,
1378864817,1378864813,0,577258434,True,,Carrera 40,residential,,False,91.57,"LINESTRING (-75.5859062 6.1686848, -75.5859356 6.1686374, -75.5863067 6.1680395, -75.5863412 6.167984)",35.0,9.4,,,,,
1378864837,1419127575,0,123730426,True,,Calle 40DD Sur,residential,,False,65.738,"LINESTRING (-75.5889518 6.1651762, -75.5893237 6.1656375)",35.0,6.8,,,,,
1378864837,1378864802,0,123730432,False,,Carrera 40A,residential,,False,70.589,"LINESTRING (-75.5889518 6.1651762, -75.5884313 6.1655439)",35.0,7.3,,,,,
1378864837,5919307429,0,123730432,False,,Carrera 40A,residential,,True,47.919,"LINESTRING (-75.5889518 6.1651762, -75.5893072 6.1649295)",35.0,4.9,,,,,
1378864839,5919307429,0,123730432,False,,Carrera 40A,residential,,False,36.604,"LINESTRING (-75.589581 6.1647444, -75.5893072 6.1649295)",35.0,3.8,,,,,
1378864839,1378864850,0,352326137,False,,Calle 40F,residential,,False,64.146,"LINESTRING (-75.589581 6.1647444, -75.5899517 6.1651882)",35.0,6.6,,,,,
1378864839,1378864815,0,352326137,False,,Calle 40F,residential,,True,62.744,"LINESTRING (-75.589581 6.1647444, -75.5892253 6.1643047)",35.0,6.5,,,,,
1378864839,3499701229,0,"[123730432, 343046668]",False,,Carrera 40A,residential,,True,151.103,"LINESTRING (-75.589581 6.1647444, -75.5898379 6.1645487, -75.5901325 6.1641459, -75.5904294 6.1636948)",35.0,15.5,,,,,
1378864842,1379567825,0,361224920,False,,Calle 46E Sur,residential,,False,98.602,"LINESTRING (-75.5922096 6.1575643, -75.5926392 6.1583414)",35.0,10.1,,,,,
1378864842,3657303818,0,1184139880,False,,Carrera 39,residential,,False,40.654,"LINESTRING (-75.5922096 6.1575643, -75.5925287 6.1573826)",35.0,4.2,,,,,
1378864842,3657303815,0,123730431,False,,Carrera 38,residential,,True,44.868,"LINESTRING (-75.5922096 6.1575643, -75.5921611 6.1574939, -75.5920184 6.1572091)",35.0,4.6,,,,,
1378864843,1378864802,0,123730432,False,,Carrera 40A,residential,,True,71.94,"LINESTRING (-75.5879053 6.1659248, -75.5884313 6.1655439)",35.0,7.4,,,,,
1378864843,1419127565,0,567164084,True,,Calle 40B Sur,residential,,False,63.192,"LINESTRING (-75.5879053 6.1659248, -75.5882887 6.1663463)",35.0,6.5,,,,,
1378864843,9865704509,0,939537604,False,,Calle 40B Sur,residential,,True,26.198999999999998,"LINESTRING (-75.5879053 6.1659248, -75.587833 6.1658434, -75.587755 6.1657428)",35.0,2.7,,,,,
1378864843,9865704508,0,1007207078,False,,Carrera 40,residential,,False,21.537,"LINESTRING (-75.5879053 6.1659248, -75.5878371 6.1659902, -75.5877668 6.166061)",35.0,2.2,,,,,
1378864845,1825621034,0,123730426,True,,Calle 40DD Sur,residential,,False,55.529,"LINESTRING (-75.5883143 6.1644142, -75.5886342 6.1647992)",35.0,5.7,,,,,
1378864845,1825621031,0,123730600,True,,Carrera 39A,residential,,False,12.834,"LINESTRING (-75.5883143 6.1644142, -75.5884033 6.1643401)",35.0,1.3,,,,,
1378864850,9391178567,0,128397037,True,,Carrera 41,residential,,False,24.994,"LINESTRING (-75.5899517 6.1651882, -75.5897682 6.1653195)",35.0,2.6,,,,,
1378864850,1378864839,0,352326137,False,,Calle 40F,residential,,True,64.146,"LINESTRING (-75.5899517 6.1651882, -75.589581 6.1647444)",35.0,6.6,,,,,
1378864853,1379567826,0,123730429,False,,Calle 46D Sur,residential,,False,99.65,"LINESTRING (-75.5915735 6.1579147, -75.5920152 6.1586959)",35.0,10.2,,,,,
1378864853,4072396886,0,1183881509,False,,Carrera 39,residential,,True,24.911,"LINESTRING (-75.5915735 6.1579147, -75.5913767 6.1580238)",35.0,2.6,,,,,
1378864853,5053980694,0,1183881509,False,,Carrera 39,residential,,False,39.386,"LINESTRING (-75.5915735 6.1579147, -75.5916602 6.1578666, -75.591885 6.1577428)",35.0,4.1,,,,,
1378864859,2622589530,0,320842498,True,,Carrera 42,residential,,False,139.853,"LINESTRING (-75.5898018 6.1662416, -75.5904324 6.165719, -75.5905006 6.1656843, -75.5905737 6.1656583, -75.5906501 6.1656456, -75.5907206 6.1656426, -75.5908624 6.1656453)",35.0,14.4,,,,,
1378864863,4072396989,0,123834090,False,,Carrera 40A,residential,,False,41.434,"LINESTRING (-75.5934416 6.1599169, -75.593113 6.1600961)",35.0,4.3,,,,,
1378864863,3501062251,0,123834090,False,,Carrera 40A,residential,,True,80.225,"LINESTRING (-75.5934416 6.1599169, -75.5940703 6.1595566)",35.0,8.3,,,,,
1378864863,4072396887,0,361224920,False,,Calle 46E Sur,residential,,True,49.532,"LINESTRING (-75.5934416 6.1599169, -75.5932505 6.159514)",35.0,5.1,,,,,
1378869558,1378869586,0,123730598,False,,Calle 44A Sur,residential,,False,73.07,"LINESTRING (-75.5891259 6.1624369, -75.5896704 6.1628094)",35.0,7.5,,,,,
1378869564,5460309056,0,123730602,False,,Calle 44 Sur,residential,,False,45.183,"LINESTRING (-75.5895155 6.1630469, -75.5898518 6.1632778)",35.0,4.6,,,,,
1378869564,1378869621,0,123730602,False,,Calle 44 Sur,residential,,True,78.07,"LINESTRING (-75.5895155 6.1630469, -75.5889343 6.1626481)",35.0,8.0,,,,,
1378869564,1378869586,0,567164105,False,,Carrera 39A,residential,,False,31.475,"LINESTRING (-75.5895155 6.1630469, -75.5896704 6.1628094)",35.0,3.2,,,,,
1378869564,1378869630,0,567164105,False,,Carrera 39A,residential,,True,30.086,"LINESTRING (-75.5895155 6.1630469, -75.5893674 6.1632739)",35.0,3.1,,,,,
1378869586,5460309054,0,123730598,False,,Calle 44A Sur,residential,,False,49.531,"LINESTRING (-75.5896704 6.1628094, -75.5900395 6.1630619)",35.0,5.1,,,,,
1378869586,1378869558,0,123730598,False,,Calle 44A Sur,residential,,True,73.07,"LINESTRING (-75.5896704 6.1628094, -75.5891259 6.1624369)",35.0,7.5,,,,,
1378869586,1378869564,0,567164105,False,,Carrera 39A,residential,,True,31.475,"LINESTRING (-75.5896704 6.1628094, -75.5895155 6.1630469)",35.0,3.2,,,,,
1378869586,3499701230,0,"[567164105, 123730433]",False,,"['Calle 44B Sur', 'Carrera 39A']",residential,,False,77.822,"LINESTRING (-75.5896704 6.1628094, -75.589824 6.1625996, -75.5898495 6.1625903, -75.5898795 6.1625956, -75.5901892 6.1628235)",35.0,8.0,,,,,
1378869591,1378869630,0,567164105,False,,Carrera 39A,residential,,False,30.32,"LINESTRING (-75.5892182 6.1635027, -75.5893674 6.1632739)",35.0,3.1,,,,,
1378869591,5460309055,0,567167489,False,,Calle 42 Sur,residential,,False,46.025,"LINESTRING (-75.5892182 6.1635027, -75.5895646 6.1637323)",35.0,4.7,,,,,
1378869591,5460309060,0,567167489,False,,Calle 42 Sur,residential,,True,61.608,"LINESTRING (-75.5892182 6.1635027, -75.5887545 6.1631954)",35.0,6.3,,,,,
1378869591,5919307433,0,567164105,False,,Carrera 39A,residential,,True,32.174,"LINESTRING (-75.5892182 6.1635027, -75.589107 6.1636732, -75.5890599 6.1637455)",35.0,3.3,,,,,
1378869621,1378869564,0,123730602,False,,Calle 44 Sur,residential,,False,78.07,"LINESTRING (-75.5889343 6.1626481, -75.5895155 6.1630469)",35.0,8.0,,,,,
1378869626,1378864815,0,352326137,False,,Calle 40F,residential,,False,55.679,"LINESTRING (-75.5889155 6.1639099, -75.5892253 6.1643047)",35.0,5.7,,,,,
1378869626,1378864800,0,352326137,False,,Calle 40F,residential,,True,86.355,"LINESTRING (-75.5889155 6.1639099, -75.5884586 6.16328)",35.0,8.9,,,,,
1378869626,5919307433,0,567164105,False,,Carrera 39A,residential,,False,24.27,"LINESTRING (-75.5889155 6.1639099, -75.5890599 6.1637455)",35.0,2.5,,,,,
1378869630,1378869564,0,567164105,False,,Carrera 39A,residential,,False,30.086,"LINESTRING (-75.5893674 6.1632739, -75.5895155 6.1630469)",35.0,3.1,,,,,
1378869630,1378869591,0,567164105,False,,Carrera 39A,residential,,True,30.32,"LINESTRING (-75.5893674 6.1632739, -75.5892182 6.1635027)",35.0,3.1,,,,,
1378869630,5460309059,0,567167488,False,,Calle 43 Sur,residential,,False,45.702,"LINESTRING (-75.5893674 6.1632739, -75.5897076 6.1635074)",35.0,4.7,,,,,
1378869630,5460309057,0,567167488,False,,Calle 43 Sur,residential,,True,57.708,"LINESTRING (-75.5893674 6.1632739, -75.5889378 6.1629791)",35.0,5.9,,,,,
1379564537,1378816149,0,154884794,True,,Calle 36 Sur,residential,,False,24.335,"LINESTRING (-75.5834927 6.1690608, -75.5833311 6.1689122)",35.0,2.5,,,,,
1379564551,1657069508,0,154884801,True,,Transversal 36 Sur,residential,,False,123.303,"LINESTRING (-75.5820818 6.167173, -75.5820969 6.1672691, -75.5820994 6.1673229, -75.5820889 6.167368, -75.5820678 6.1674028, -75.5820349 6.1674366, -75.5819454 6.1674984, -75.5813584 6.1679123)",35.0,12.7,,,,,
1379564551,1378853843,0,351458389,True,3,Calle 37 Sur,secondary,,False,82.384,"LINESTRING (-75.5820818 6.167173, -75.5823157 6.1673186, -75.5827095 6.1675723)",50.0,5.9,,,,,
1379564557,569680264,0,30794369,True,2,Transversal 34D Sur,residential,,False,50.619,"LINESTRING (-75.5814897 6.171525, -75.5810613 6.1716857)",35.0,5.2,,,,,
1379564557,1657069506,0,577255125,True,,Diagonal 32A,residential,,False,103.519,"LINESTRING (-75.5814897 6.171525, -75.5813 6.1710188, -75.5812839 6.170961, -75.5812798 6.170921, -75.5812839 6.170876, -75.5812919 6.1708437, -75.5813395 6.170684, -75.5813535 6.1706406)",35.0,10.6,,,,,
1379564559,2645509855,0,123833113,False,,Calle 40A Sur,residential,,True,43.625,"LINESTRING (-75.5856716 6.1644296, -75.5853032 6.164289)",35.0,4.5,,,,,
1379564559,1379564579,0,"[740646862, 123833119]",True,,"['Calle 40A Sur', 'Carrera 37']",residential,,False,109.888,"LINESTRING (-75.5856716 6.1644296, -75.5859388 6.1646073, -75.5859935 6.1646337, -75.5860022 6.1646361, -75.5860114 6.164635, -75.5860233 6.1646313, -75.5860334 6.1646238, -75.5864285 6.1642176)",35.0,11.3,,,,,
1379564561,1379566810,0,123833112,False,,Calle 40F Sur,residential,,True,76.088,"LINESTRING (-75.5855255 6.161867, -75.5850698 6.1613542)",35.0,7.8,,,,,
1379564561,1379564607,0,128397049,False,,Carrera 32B,residential,,True,54.335,"LINESTRING (-75.5855255 6.161867, -75.5851446 6.1621758)",35.0,5.6,,,,,
1379564561,3924033151,0,392491881,False,,Carrera 32B,residential,,True,50.746,"LINESTRING (-75.5855255 6.161867, -75.585619 6.1614202)",35.0,5.2,,,,,
1379564561,3354180700,0,171548322,False,,Calle 40B Sur,residential,,False,64.694,"LINESTRING (-75.5855255 6.161867, -75.5855737 6.1619952, -75.5857417 6.1624076)",35.0,6.7,,,,,
1379564563,9372256800,0,1016083876,False,,,residential,,False,39.78,"LINESTRING (-75.5845428 6.1636249, -75.584819 6.1633956)",35.0,4.1,,,,,
1379564563,2645509855,0,123833113,False,,Calle 40A Sur,residential,,False,114.00099999999999,"LINESTRING (-75.5845428 6.1636249, -75.5847774 6.1639249, -75.5849813 6.1641236, -75.5851771 6.1642396, -75.5853032 6.164289)",35.0,11.7,,,,,
1379564563,1379564608,0,123833113,False,,Calle 40A Sur,residential,,True,137.127,"LINESTRING (-75.5845428 6.1636249, -75.5842475 6.1632533, -75.5839372 6.1628836, -75.5837783 6.1627389, -75.5837287 6.1626983)",35.0,14.1,,,,,
1379564564,1379564600,0,154884796,True,,Diagonal 33,residential,40,False,32.18,"LINESTRING (-75.5824807 6.1697939, -75.5826783 6.1700064)",40.0,2.9,,,,,
1379564565,1379564597,0,123833114,True,,Diagonal 33A,residential,,False,77.387,"LINESTRING (-75.5830705 6.1696723, -75.5825843 6.1691716)",35.0,8.0,,,,,
1379564565,1379564537,0,123833118,True,,Transversal 34E,residential,,False,82.474,"LINESTRING (-75.5830705 6.1696723, -75.5834927 6.1690608)",35.0,8.5,,,,,
1379564579,1419127541,0,171548322,False,,Calle 40B Sur,residential,,True,46.8,"LINESTRING (-75.5864285 6.1642176, -75.5862799 6.1638235)",35.0,4.8,,,,,
1379564579,1379566809,0,567164088,False,,Calle 40B Sur,residential,,False,138.99,"LINESTRING (-75.5864285 6.1642176, -75.5866206 6.1645077, -75.5866656 6.1645578, -75.5868723 6.1647878, -75.5869198 6.1648407, -75.5872254 6.1651809)",35.0,14.3,,,,,
1379564581,1378816119,0,123833109,True,,Carrera 38,residential,,False,152.118,"LINESTRING (-75.5829948 6.1703497, -75.5832322 6.1702428, -75.5832914 6.170197, -75.5833769 6.170099, -75.583487 6.169947, -75.5838218 6.1694679, -75.5838501 6.1694029, -75.5838647 6.1693415)",35.0,15.6,,,,,
1379564581,569680240,0,154884796,True,,Diagonal 33,residential,40,False,59.617000000000004,"LINESTRING (-75.5829948 6.1703497, -75.583041 6.1704211, -75.5830787 6.1704995, -75.5832112 6.1708392)",40.0,5.4,,,,,
1379564582,1657069508,0,123833107,True,,Transversal 36 Sur,residential,,False,90.314,"LINESTRING (-75.5806384 6.1682785, -75.5807109 6.1682687, -75.5807388 6.1682649, -75.580866 6.1682146, -75.5813584 6.1679123)",35.0,9.3,,,,,
1379564582,3572367366,0,1074612061,True,2,Calle 25 Sur,secondary,,False,168.68,"LINESTRING (-75.5806384 6.1682785, -75.5806434 6.1682318, -75.5806706 6.1679867, -75.5807065 6.167815, -75.5807567 6.1676454, -75.5810617 6.1668286)",50.0,12.1,,,,,
1379564595,1379564607,0,123833117,False,,Calle 40E,residential,,False,74.299,"LINESTRING (-75.5847238 6.1616548, -75.5851446 6.1621758)",35.0,7.6,,,,,
1379564595,1379566810,0,567176497,False,,Carrera 32,residential,,False,50.798,"LINESTRING (-75.5847238 6.1616548, -75.5850698 6.1613542)",35.0,5.2,,,,,
1379564595,3354180702,0,567176497,False,,Carrera 32,residential,,True,25.774,"LINESTRING (-75.5847238 6.1616548, -75.5845428 6.1618009)",35.0,2.7,,,,,
1379564596,1863096061,0,123833112,False,,Calle 40F Sur,residential,,False,40.657,"LINESTRING (-75.5843027 6.1603929, -75.5845179 6.1606894)",35.0,4.2,,,,,
1379564596,3924033125,0,389248712,True,,Carrera 29C,residential,,False,16.045,"LINESTRING (-75.5843027 6.1603929, -75.5844167 6.1603036)",35.0,1.7,,,,,
1379564596,1863096058,0,1055347288,False,,Carrera 29C,residential,,False,109.493,"LINESTRING (-75.5843027 6.1603929, -75.5835477 6.1610302)",35.0,11.3,,,,,
1379564596,3924033119,0,1055347290,False,,Calle 40F Sur,residential,,True,39.483,"LINESTRING (-75.5843027 6.1603929, -75.5840814 6.1601142)",35.0,4.1,,,,,
1379564597,1378851447,0,1018842846,True,,Transversal 35A Sur,residential,,False,58.942,"LINESTRING (-75.5825843 6.1691716, -75.5821037 6.1694011)",35.0,6.1,,,,,
1379564600,1825621044,0,154884796,True,,Diagonal 33,residential,40,False,24.009,"LINESTRING (-75.5826783 6.1700064, -75.5828261 6.1701646)",40.0,2.2,,,,,
1379564600,1379564565,0,123833118,True,,Transversal 34E,residential,,False,57.269999999999996,"LINESTRING (-75.5826783 6.1700064, -75.582899 6.1698389, -75.5829897 6.1697627, -75.5830705 6.1696723)",35.0,5.9,,,,,
1379564607,1379564595,0,123833117,False,,Calle 40E,residential,,True,74.299,"LINESTRING (-75.5851446 6.1621758, -75.5847238 6.1616548)",35.0,7.6,,,,,
1379564607,1379564561,0,128397049,False,,Carrera 32B,residential,,False,54.335,"LINESTRING (-75.5851446 6.1621758, -75.5855255 6.161867)",35.0,5.6,,,,,
1379564607,1419127566,0,128397049,False,,Carrera 32B,residential,,True,62.034,"LINESTRING (-75.5851446 6.1621758, -75.5847386 6.1625609)",35.0,6.4,,,,,
1379564608,3354180701,0,567176497,False,,Carrera 32,residential,,False,35.332,"LINESTRING (-75.5837287 6.1626983, -75.5839285 6.1624503)",35.0,3.6,,,,,
1379564608,1379564563,0,123833113,False,,Calle 40A Sur,residential,,False,137.127,"LINESTRING (-75.5837287 6.1626983, -75.5837783 6.1627389, -75.5839372 6.1628836, -75.5842475 6.1632533, -75.5845428 6.1636249)",35.0,14.1,,,,,
1379564608,2645505829,0,389248705,False,,Calle 40A Sur,residential,,False,132.868,"LINESTRING (-75.5837287 6.1626983, -75.5834846 6.1625129, -75.583431 6.1624263, -75.5834162 6.1623076, -75.5834202 6.1620329, -75.5834419 6.16164)",35.0,13.7,,,,,
1379566800,1419123419,0,128396477,False,,Calle 45C Sur,residential,,False,34.711,"LINESTRING (-75.5917544 6.1612035, -75.591466 6.1610801)",35.0,3.6,,,,,
1379566800,1419123415,0,128396477,False,,Calle 45C Sur,residential,,True,43.88,"LINESTRING (-75.5917544 6.1612035, -75.5921089 6.161381)",35.0,4.5,,,,,
1379566800,3580856842,0,123833140,False,2,Carrera 39DD,residential,,True,75.69900000000001,"LINESTRING (-75.5917544 6.1612035, -75.5917335 6.161251, -75.5915381 6.1616953, -75.5915272 6.16172, -75.5914823 6.1618282)",35.0,7.8,,,,,
1379566809,9396438979,0,171548323,False,,Carrera 38,residential,,False,110.45,"LINESTRING (-75.5872254 6.1651809, -75.587225 6.1641876)",35.0,11.4,,,,,
1379566809,5460377313,0,567164088,False,,Calle 40B Sur,residential,,False,14.904,"LINESTRING (-75.5872254 6.1651809, -75.5873204 6.165276)",35.0,1.5,,,,,
1379566809,1379564579,0,567164088,False,,Calle 40B Sur,residential,,True,138.99,"LINESTRING (-75.5872254 6.1651809, -75.5869198 6.1648407, -75.5868723 6.1647878, -75.5866656 6.1645578, -75.5866206 6.1645077, -75.5864285 6.1642176)",35.0,14.3,,,,,
1379566810,1379564561,0,123833112,False,,Calle 40F Sur,residential,,False,76.088,"LINESTRING (-75.5850698 6.1613542, -75.5855255 6.161867)",35.0,7.8,,,,,
1379566810,3354180704,0,123833112,False,,Calle 40F Sur,residential,,True,51.469,"LINESTRING (-75.5850698 6.1613542, -75.5847725 6.160998)",35.0,5.3,,,,,
1379566810,1379564595,0,567176497,False,,Carrera 32,residential,,True,50.798,"LINESTRING (-75.5850698 6.1613542, -75.5847238 6.1616548)",35.0,5.2,,,,,
1379566812,3354180702,0,567176497,False,,Carrera 32,residential,,False,43.627,"LINESTRING (-75.5842584 6.1620729, -75.5845428 6.1618009)",35.0,4.5,,,,,
1379566812,3354180701,0,567176497,False,,Carrera 32,residential,,True,55.599,"LINESTRING (-75.5842584 6.1620729, -75.5839285 6.1624503)",35.0,5.7,,,,,
1379566812,1419127566,0,567176501,False,,Calle 40D Sur,residential,,False,75.913,"LINESTRING (-75.5842584 6.1620729, -75.5847386 6.1625609)",35.0,7.8,,,,,
1379566812,1863096036,0,567176501,False,,Calle 40D Sur,residential,,True,38.939,"LINESTRING (-75.5842584 6.1620729, -75.583996 6.1618393)",35.0,4.0,,,,,
1379566814,3669222782,0,1136397649,False,,Carrera 38,residential,,True,8.254,"LINESTRING (-75.5872339 6.1632206, -75.5872209 6.1632937)",35.0,0.8,,,,,
1379567823,5053980690,0,518002029,False,,Calle 46C Sur,residential,,False,94.313,"LINESTRING (-75.5922318 6.1595471, -75.5918218 6.1588033)",35.0,9.7,,,,,
1379567823,1379567824,0,1014545192,False,,Carrera 39D,residential,,False,25.891,"LINESTRING (-75.5922318 6.1595471, -75.5924448 6.1594503)",35.0,2.7,,,,,
1379567823,1419123416,0,518002029,False,,Calle 46C Sur,residential,,True,99.263,"LINESTRING (-75.5922318 6.1595471, -75.5922206 6.1595962, -75.592219 6.1596422, -75.5925346 6.1603741)",35.0,10.2,,,,,
1379567824,4072396888,0,123730429,False,,Calle 46D Sur,residential,,False,47.29,"LINESTRING (-75.5924448 6.1594503, -75.5926503 6.1598233)",35.0,4.9,,,,,
1379567824,5053980691,0,123730429,False,,Calle 46D Sur,residential,,True,48.404,"LINESTRING (-75.5924448 6.1594503, -75.5922305 6.1590707)",35.0,5.0,,,,,
1379567824,1379567831,0,567148334,True,,Carrera 39D,residential,,False,77.395,"LINESTRING (-75.5924448 6.1594503, -75.5930547 6.1591086)",35.0,8.0,,,,,
