u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,speed_kph,travel_time,bridge,width,junction,ref,access
9446606980,3937657071,0,390601075,False,,,unclassified,,False,6.941,"LINESTRING (-75.5162999 6.195372, -75.5163236 6.1953142)",30.0,0.8,,,,,
9470833069,9470833113,0,1027308253,False,,,unclassified,,True,714.444,"LINESTRING (-75.4932283 6.1892053, -75.4930855 6.1892527, -75.4930781 6.1892733, -75.4930902 6.1893167, -75.4932001 6.1894353, -75.4933302 6.189558, -75.493471 6.1897993, -75.4934791 6.1898647, -75.4934697 6.189934, -75.4933865 6.190046, -75.4933155 6.1901566, -75.4933141 6.190226, -75.4933704 6.1906406, -75.4933906 6.190846, -75.4934281 6.1909313, -75.4935502 6.1910379, -75.4936682 6.1911166, -75.4937688 6.1911259, -75.4939216 6.1911339, -75.4940651 6.1911739, -75.4940973 6.1912006, -75.4941349 6.1912766, -75.4941899 6.1913713, -75.494273 6.1914286, -75.4943615 6.1915313, -75.4944058 6.1916033, -75.4944353 6.1917353, -75.4944728 6.1918313, -75.494615 6.1919859, -75.4947343 6.1921079, -75.4947813 6.1921826, -75.4948101 6.1922952, -75.4948168 6.1923346, -75.4948202 6.1924499, -75.4948034 6.1925439, -75.4946344 6.1928439, -75.4945164 6.1929539, -75.4944534 6.1929845, -75.4943434 6.1930085, -75.4942985 6.1930192, -75.4942516 6.1930565, -75.4938563 6.1934895, -75.4938177 6.1935195, -75.4937258 6.1935472, -75.4931867 6.1936365)",30.0,85.7,,,,,
9470833113,9470833069,0,1027308253,False,,,unclassified,,False,714.4440000000001,"LINESTRING (-75.4931867 6.1936365, -75.4937258 6.1935472, -75.4938177 6.1935195, -75.4938563 6.1934895, -75.4942516 6.1930565, -75.4942985 6.1930192, -75.4943434 6.1930085, -75.4944534 6.1929845, -75.4945164 6.1929539, -75.4946344 6.1928439, -75.4948034 6.1925439, -75.4948202 6.1924499, -75.4948168 6.1923346, -75.4948101 6.1922952, -75.4947813 6.1921826, -75.4947343 6.1921079, -75.494615 6.1919859, -75.4944728 6.1918313, -75.4944353 6.1917353, -75.4944058 6.1916033, -75.4943615 6.1915313, -75.494273 6.1914286, -75.4941899 6.1913713, -75.4941349 6.1912766, -75.4940973 6.1912006, -75.4940651 6.1911739, -75.4939216 6.1911339, -75.4937688 6.1911259, -75.4936682 6.1911166, -75.4935502 6.1910379, -75.4934281 6.1909313, -75.4933906 6.190846, -75.4933704 6.1906406, -75.4933141 6.190226, -75.4933155 6.1901566, -75.4933865 6.190046, -75.4934697 6.189934, -75.4934791 6.1898647, -75.493471 6.1897993, -75.4933302 6.189558, -75.4932001 6.1894353, -75.4930902 6.1893167, -75.4930781 6.1892733, -75.4930855 6.1892527, -75.4932283 6.1892053)",30.0,85.7,,,,,
9470833113,6129636623,0,1066133835,False,,,unclassified,,True,234.09199999999998,"LINESTRING (-75.4931867 6.1936365, -75.4929869 6.1936765, -75.4928796 6.1937178, -75.4926556 6.1938325, -75.492492 6.1939312, -75.4924142 6.1939472, -75.492311 6.1939258, -75.4919368 6.1937992, -75.4918148 6.1938032, -75.4917517 6.1938298, -75.4916364 6.1939912, -75.4914925 6.1941947, -75.4913883 6.1942805)",30.0,28.1,,,,,
9511962663,4042668085,0,401859123,False,,,unclassified,,False,169.349,"LINESTRING (-75.5796824 6.1545297, -75.5795145 6.1544804, -75.5793911 6.1544473, -75.5792789 6.1544, -75.5791929 6.1543306, -75.579112 6.154212, -75.5790372 6.1540823, -75.5789785 6.1539325, -75.578927 6.1537455, -75.5788774 6.1536339, -75.5788046 6.1535454, -75.5787257 6.153473)",30.0,20.3,,,,,
9511962663,3924032915,0,401859123,False,,,unclassified,,True,282.804,"LINESTRING (-75.5796824 6.1545297, -75.5799241 6.154579, -75.5800361 6.1546233, -75.5801246 6.154688, -75.5801758 6.154743, -75.5802007 6.1548227, -75.5802029 6.1549337, -75.5802056 6.1550501, -75.5802224 6.1551674, -75.580271 6.155315, -75.5803043 6.1554437, -75.5803286 6.1556005, -75.5803266 6.1557413, -75.5802942 6.1559786, -75.5802841 6.1561183, -75.580317 6.1562138, -75.580381 6.156291, -75.5804575 6.1563551, -75.5805743 6.1564662, -75.5806212 6.1565201, -75.5806401 6.1565823)",30.0,33.9,,,,,
9511962663,9511962667,0,1032351270,False,1,Carrera 25A,residential,20,True,77.779,"LINESTRING (-75.5796824 6.1545297, -75.5796918 6.1546479, -75.5797383 6.1548327, -75.5797964 6.154929, -75.5799332 6.1551716)",20.0,14.0,,,,,permit
9511962667,9511962663,0,1032351270,False,1,Carrera 25A,residential,20,False,77.779,"LINESTRING (-75.5799332 6.1551716, -75.5797964 6.154929, -75.5797383 6.1548327, -75.5796918 6.1546479, -75.5796824 6.1545297)",20.0,14.0,,,,,permit
9515708925,5647139136,0,1032791626,False,,,residential,,True,363.147,"LINESTRING (-75.5377221 6.1422749, -75.5375451 6.1422909, -75.5372474 6.1423096, -75.5369952 6.1423656, -75.5365876 6.1423949, -75.5362335 6.1424429, -75.5360672 6.1425096, -75.535976 6.1426189, -75.5359599 6.1427683, -75.5360328 6.1429294, -75.5361155 6.143075, -75.5361839 6.1432216, -75.5361718 6.143363, -75.5360698 6.143571, -75.5359385 6.1437097, -75.5357187 6.1437938)",35.0,37.4,,,,,
9515708940,5647139136,0,1032791624,False,,,residential,,False,100.69999999999999,"LINESTRING (-75.5365098 6.1442417, -75.5361759 6.1440363, -75.5358546 6.1438638, -75.5357187 6.1437938)",35.0,10.4,,,,,
9660777793,6129660771,0,631958486,False,,,residential,,False,11.271,"LINESTRING (-75.5873095 6.1494806, -75.5872692 6.1494366, -75.5872303 6.1494206)",35.0,1.2,,,,,
9660777793,5967401057,0,631958486,False,,,residential,,True,280.292,"LINESTRING (-75.5873095 6.1494806, -75.5873215 6.1495206, -75.587331 6.1495899, -75.5872934 6.1497686, -75.5872867 6.1498846, -75.5873028 6.1499579, -75.5874502 6.150186, -75.5876058 6.1504219, -75.587626 6.1504439, -75.5876555 6.1504653, -75.5878634 6.1505426, -75.5879988 6.1505999, -75.5881187 6.1506586, -75.5882201 6.150728, -75.5882831 6.1507873, -75.5883072 6.1508172, -75.5883213 6.1508553, -75.5883347 6.1509106, -75.5883515 6.1509666, -75.5883676 6.1510026, -75.5883877 6.1510393, -75.5884219 6.1510827, -75.5884789 6.1511366, -75.5885726 6.1512086, -75.5887352 6.1512898)",35.0,28.8,,,,,
9660777793,9869620227,0,1076251869,False,,,residential,,False,101.346,"LINESTRING (-75.5873095 6.1494806, -75.5873725 6.1494912, -75.5874355 6.1495392, -75.5874905 6.1496832, -75.5875898 6.1499445, -75.5876756 6.1500459, -75.5878486 6.1501539)",35.0,10.4,,,,,
9665130531,5460268363,0,567160859,False,,Calle 41AA Sur,residential,,True,113.411,"LINESTRING (-75.5888061 6.1627489, -75.5880184 6.1620955)",35.0,11.7,,,,,
9665130531,1378864800,0,123730425,False,,Calle 41BB Sur,residential,,False,72.223,"LINESTRING (-75.5888061 6.1627489, -75.5888135 6.1628003, -75.5887947 6.1628489, -75.5887525 6.1629049, -75.5886429 6.1630451, -75.5885922 6.1631063, -75.5885535 6.1631593, -75.5884586 6.16328)",35.0,7.4,,,,,
9665130531,5053980543,0,123730425,False,,Calle 41BB Sur,residential,,True,197.951,"LINESTRING (-75.5888061 6.1627489, -75.5887947 6.1626969, -75.5887759 6.1626256, -75.5887069 6.1624243, -75.5886485 6.1622476, -75.5885822 6.1620476, -75.5884843 6.1617476, -75.5884588 6.1617062, -75.5884185 6.1616436, -75.5883703 6.1615969, -75.5882885 6.1615502, -75.5881597 6.1614956, -75.5880269 6.1614169, -75.5879076 6.1613216)",35.0,20.4,,,,,
9665130560,3580856829,0,392346112,False,,Calle 45B Sur,residential,,False,88.608,"LINESTRING (-75.5902062 6.1603436, -75.5903311 6.1604352, -75.5906206 6.1606502, -75.5907701 6.1607638, -75.5908411 6.1608292)",35.0,9.1,,,,,
9665130560,3580856826,0,392346112,False,,Calle 45B Sur,residential,,True,26.248,"LINESTRING (-75.5902062 6.1603436, -75.5901003 6.1602449, -75.590069 6.1601586)",35.0,2.7,,,,,
9665130560,9700480766,0,1055695503,False,,,residential,,True,93.554,"LINESTRING (-75.5902062 6.1603436, -75.5905482 6.1599035, -75.5905885 6.1597889, -75.5905831 6.1597142, -75.5905415 6.1596355)",35.0,9.6,,,,,
9665130574,9665130610,0,1051750647,False,,,residential,,True,52.672,"LINESTRING (-75.5881859 6.1616642, -75.5881731 6.1616576, -75.5881242 6.1616282, -75.5880605 6.1616089, -75.5879907 6.1615896, -75.5879579 6.1615696, -75.5879237 6.1615349, -75.5878982 6.1614729, -75.587872 6.1614359, -75.587863 6.1614196, -75.5878586 6.1614042, -75.587857 6.1613912, -75.5878613 6.1613742)",35.0,5.4,,,,,
9665130582,9665130610,0,1051750648,False,,,residential,,True,146.668,"LINESTRING (-75.5882073 6.1620469, -75.5881825 6.1620309, -75.5881503 6.1619982, -75.5881061 6.1619682, -75.5880826 6.1619222, -75.5880591 6.1618629, -75.5880169 6.1618102, -75.5879927 6.1617916, -75.5879391 6.1617649, -75.5878781 6.1617469, -75.5878144 6.1617322, -75.5877192 6.1617136, -75.5876648 6.1616949, -75.5876233 6.1616732, -75.5875944 6.1616409, -75.587575 6.1615969, -75.5875586 6.1615566, -75.5875515 6.1615309, -75.5875468 6.1614966, -75.5875501 6.1614721, -75.5875583 6.161454, -75.5876374 6.1613819, -75.5876648 6.1613656, -75.58769 6.1613589, -75.5877141 6.1613592, -75.5877393 6.1613669, -75.5877808 6.1613916, -75.5878087 6.1613959, -75.5878254 6.1613949, -75.5878412 6.1613879, -75.5878613 6.1613742)",35.0,15.1,,,,,
9665130610,5053980543,0,1051750648,False,,,residential,,True,7.772,"LINESTRING (-75.5878613 6.1613742, -75.5879076 6.1613216)",35.0,0.8,,,,,
9665130610,9665130574,0,1051750647,False,,,residential,,False,52.672000000000004,"LINESTRING (-75.5878613 6.1613742, -75.587857 6.1613912, -75.5878586 6.1614042, -75.587863 6.1614196, -75.587872 6.1614359, -75.5878982 6.1614729, -75.5879237 6.1615349, -75.5879579 6.1615696, -75.5879907 6.1615896, -75.5880605 6.1616089, -75.5881242 6.1616282, -75.5881731 6.1616576, -75.5881859 6.1616642)",35.0,5.4,,,,,
9665130610,9665130582,0,1051750648,False,,,residential,,False,146.668,"LINESTRING (-75.5878613 6.1613742, -75.5878412 6.1613879, -75.5878254 6.1613949, -75.5878087 6.1613959, -75.5877808 6.1613916, -75.5877393 6.1613669, -75.5877141 6.1613592, -75.58769 6.1613589, -75.5876648 6.1613656, -75.5876374 6.1613819, -75.5875583 6.161454, -75.5875501 6.1614721, -75.5875468 6.1614966, -75.5875515 6.1615309, -75.5875586 6.1615566, -75.587575 6.1615969, -75.5875944 6.1616409, -75.5876233 6.1616732, -75.5876648 6.1616949, -75.5877192 6.1617136, -75.5878144 6.1617322, -75.5878781 6.1617469, -75.5879391 6.1617649, -75.5879927 6.1617916, -75.5880169 6.1618102, -75.5880591 6.1618629, -75.5880826 6.1619222, -75.5881061 6.1619682, -75.5881503 6.1619982, -75.5881825 6.1620309, -75.5882073 6.1620469)",35.0,15.1,,,,,
9665603582,3501089962,0,756646450,False,,Calle 45B Sur,unclassified,30,True,40.09,"LINESTRING (-75.5952501 6.1651063, -75.5949735 6.1649202, -75.5949498 6.1649042)",30.0,4.8,,6,,,
9665686646,9665686650,0,1051809819,False,,,residential,,True,55.418,"LINESTRING (-75.5926075 6.1639173, -75.592234 6.1635849)",35.0,5.7,,,,,
9665686647,9665686651,0,727351158,False,,Calle 45 Sur,residential,,True,49.242,"LINESTRING (-75.592284 6.1628732, -75.5926132 6.1631715)",35.0,5.1,,,,,
9665686647,5926913448,0,"[627816500, 727351158]",False,,Calle 45 Sur,residential,,"[False, True]",161.839,"LINESTRING (-75.592284 6.1628732, -75.5922223 6.1628173, -75.5922035 6.1627889, -75.5921596 6.1627755, -75.592092 6.1627721, -75.5919974 6.1627906, -75.5919163 6.1627789, -75.5913167 6.1625333, -75.5912727 6.1625283, -75.591237 6.162537, -75.5911436 6.1628462)",35.0,16.6,,,,,
9665686647,9665686650,0,1051809820,False,,,residential,,True,113.431,"LINESTRING (-75.592284 6.1628732, -75.5918967 6.1632656, -75.5918987 6.1632923, -75.592234 6.1635849)",35.0,11.7,,,,,
9665686650,9665686646,0,1051809819,False,,,residential,,False,55.418,"LINESTRING (-75.592234 6.1635849, -75.5926075 6.1639173)",35.0,5.7,,,,,
9665686650,9665686651,0,1051809820,False,,,residential,,True,62.213,"LINESTRING (-75.592234 6.1635849, -75.5926132 6.1631715)",35.0,6.4,,,,,
9665686650,9665686647,0,1051809820,False,,,residential,,False,113.431,"LINESTRING (-75.592234 6.1635849, -75.5918987 6.1632923, -75.5918967 6.1632656, -75.592284 6.1628732)",35.0,11.7,,,,,
9665686651,9665686647,0,727351158,False,,Calle 45 Sur,residential,,False,49.242,"LINESTRING (-75.5926132 6.1631715, -75.592284 6.1628732)",35.0,5.1,,,,,
9665686651,3580856816,0,727351158,False,,Calle 45 Sur,residential,,True,83.361,"LINESTRING (-75.5926132 6.1631715, -75.5931705 6.1636765)",35.0,8.6,,,,,
9665686651,9665686650,0,1051809820,False,,,residential,,False,62.213,"LINESTRING (-75.5926132 6.1631715, -75.592234 6.1635849)",35.0,6.4,,,,,
9676390512,5916327336,0,1052928306,False,,,residential,,True,136.21500000000003,"LINESTRING (-75.6010316 6.1540621, -75.600974 6.1541367, -75.6009404 6.1542301, -75.6009163 6.1543394, -75.6009458 6.1544647, -75.6009927 6.1545514, -75.6010725 6.1546387, -75.6011704 6.1546754, -75.6012321 6.1546834, -75.6013213 6.1546774, -75.6013917 6.1546774, -75.601444 6.1546794, -75.6014963 6.1547007, -75.6015258 6.1547294, -75.601548 6.1547721, -75.6015571 6.154824)",35.0,14.0,,,,,
9680026262,9680026263,0,1053327289,True,,Calle 36 Sur,residential,30,False,10.552,"LINESTRING (-75.5692791 6.1670107, -75.5691891 6.1670423)",30.0,1.3,,,,,
9680026262,9387474913,0,1271353517,True,2,Carrera 27,tertiary,,False,6.681,"LINESTRING (-75.5692791 6.1670107, -75.5692562 6.1670663)",60.0,0.4,,,,,
9680026263,3042469135,0,173299324,False,2,Calle 36 Sur,residential,30,False,34.904,"LINESTRING (-75.5691891 6.1670423, -75.5691093 6.167041, -75.5690352 6.1670395, -75.5688734 6.1670399)",30.0,4.2,,,,,
9680026263,9387474913,0,1053327290,True,,Calle 36 Sur,residential,30,False,7.884,"LINESTRING (-75.5691891 6.1670423, -75.5692444 6.1670621, -75.5692562 6.1670663)",30.0,0.9,,,,,
9684562806,9684562812,0,1053826173,False,,,residential,,True,103.294,"LINESTRING (-75.5755574 6.1631823, -75.5754581 6.1630729, -75.5752784 6.1629716, -75.5751443 6.1628649, -75.5751577 6.1627956, -75.575214 6.1626943, -75.5753294 6.1625076)",35.0,10.6,,,,,
9684562812,9371967652,0,175755754,False,,Carrera 27D,residential,,True,29.128,"LINESTRING (-75.5753294 6.1625076, -75.5755359 6.1626703)",35.0,3.0,,,,,
9684562812,1863090187,0,175755754,False,,Carrera 27D,residential,,False,197.70100000000002,"LINESTRING (-75.5753294 6.1625076, -75.5752167 6.1623716, -75.5751282 6.1621236, -75.5751523 6.1619422, -75.5753374 6.1617849, -75.57578 6.1615317, -75.5761455 6.161351)",35.0,20.3,,,,,
9684562812,9684562806,0,1053826173,False,,,residential,,False,103.294,"LINESTRING (-75.5753294 6.1625076, -75.575214 6.1626943, -75.5751577 6.1627956, -75.5751443 6.1628649, -75.5752784 6.1629716, -75.5754581 6.1630729, -75.5755574 6.1631823)",35.0,10.6,,,,,
9687584687,3924029137,0,1054157297,False,,,residential,,True,143.35,"LINESTRING (-75.5818843 6.1530172, -75.5812656 6.1532405, -75.5806654 6.1534569)",35.0,14.7,,,,,
9687712165,6129634426,0,1054176483,False,,,residential,,True,77.10799999999999,"LINESTRING (-75.5772559 6.1507593, -75.5773464 6.1508893, -75.5773799 6.1509606, -75.5773994 6.1510413, -75.5774128 6.151138, -75.5774262 6.1512146, -75.5774564 6.151282, -75.5775354 6.1513786)",35.0,7.9,,,,,
9687712172,6129634425,0,1054176484,False,,,residential,,True,55.15800000000001,"LINESTRING (-75.5781692 6.1509693, -75.5778791 6.1510529, -75.5778372 6.1510556, -75.577804 6.1510433, -75.5777853 6.1510186, -75.5777594 6.1509346)",35.0,5.7,,,,,
9687788136,1839799173,0,1054185807,False,,,residential,,True,82.768,"LINESTRING (-75.5754595 6.1506899, -75.5755607 6.1507006, -75.5756211 6.1507326, -75.5756707 6.1507979, -75.5757216 6.1508779, -75.5757847 6.1509253, -75.5758564 6.1509319, -75.5759148 6.1509006, -75.5759483 6.1508553, -75.576014 6.1507473)",35.0,8.5,,,,,
9687788145,9687788146,0,1054185808,False,,,residential,,True,49.218,"LINESTRING (-75.5788551 6.1506579, -75.5784515 6.1508447)",35.0,5.1,,,,,
9687788146,9687788145,0,1054185808,False,,,residential,,False,49.218,"LINESTRING (-75.5784515 6.1508447, -75.5788551 6.1506579)",35.0,5.1,,,,,
9687788146,8304897113,0,893582328,False,,,residential,,False,88.974,"LINESTRING (-75.5784515 6.1508447, -75.5784917 6.150875, -75.5785862 6.1509139, -75.5786996 6.1509493, -75.5788223 6.1509786, -75.5789785 6.1510109, -75.5790137 6.1510079, -75.5790382 6.1509933, -75.5791273 6.1508337)",35.0,9.2,,,,,
9687788146,8304897091,0,893582328,False,,,residential,,True,34.782,"LINESTRING (-75.5784515 6.1508447, -75.5784213 6.1508219, -75.5783703 6.1507506, -75.5782973 6.1505776)",35.0,3.6,,,,,
9694411267,2417951905,0,1183857502,False,2,Calle 24 Sur,residential,,False,9.092,"LINESTRING (-75.5799041 6.1807171, -75.5798479 6.1806574)",35.0,0.9,,,,,
9696654450,5412575590,0,561299994,True,2,,residential,,False,38.58,"LINESTRING (-75.5604654 6.1705988, -75.5605973 6.170589, -75.5607046 6.170605, -75.5608112 6.1706235)",35.0,4.0,,,,,
9696654450,5475954181,0,569389070,False,,,residential,,False,118.39,"LINESTRING (-75.5604654 6.1705988, -75.5602728 6.1706917, -75.5601802 6.1707663, -75.5600864 6.1708664, -75.5600274 6.170969, -75.5598658 6.1713125, -75.5598235 6.1714023)",35.0,12.2,,,,,
9699675415,3924029118,0,"[1055595385, 518011795]",False,,Calle 41 Sur,residential,,False,267.426,"LINESTRING (-75.5846755 6.1500272, -75.584597 6.150256, -75.584591 6.150311, -75.584607 6.150365, -75.5846912 6.1504643, -75.5847355 6.1505706, -75.584752 6.1506006, -75.5847721 6.1506373, -75.5847931 6.150682, -75.5847882 6.1507193, -75.5847574 6.1507546, -75.584653 6.150842, -75.5846111 6.1508873, -75.584589 6.150933, -75.5845347 6.1510486, -75.584503 6.151168, -75.584486 6.151404, -75.584496 6.151679, -75.5844918 6.1517526, -75.584474 6.15181, -75.584417 6.151958, -75.584353 6.152245)",35.0,27.5,,,,,
9699675415,9426341001,0,518011795,False,,Calle 41 Sur,residential,,True,319.85,"LINESTRING (-75.5846755 6.1500272, -75.5847439 6.1498697, -75.5848255 6.1496693, -75.5848717 6.1496123, -75.5849464 6.1495632, -75.5850146 6.1495204, -75.5850619 6.1494792, -75.5850846 6.1494338, -75.5850661 6.1493873, -75.5850121 6.1493592, -75.5849178 6.1493653, -75.5848251 6.1493996, -75.5846339 6.1494813, -75.5844983 6.1495636, -75.5843953 6.1495917, -75.5843033 6.1495852, -75.5842515 6.1495517, -75.584229 6.149498, -75.5842437 6.149413, -75.5842817 6.1492877, -75.5843524 6.1491713, -75.584492 6.1490157, -75.5845226 6.1489591, -75.5845324 6.1489063, -75.5845016 6.1485777, -75.5844964 6.1485385, -75.5844954 6.1485053, -75.5845022 6.1484685, -75.5845156 6.1484438)",35.0,32.9,,,,,
9699675415,8304897018,0,893582344,False,,,residential,,True,233.20100000000002,"LINESTRING (-75.5846755 6.1500272, -75.5845562 6.1500299, -75.5844918 6.1500299, -75.5844167 6.1500339, -75.5843724 6.1500472, -75.5843349 6.1500753, -75.5842818 6.1501716, -75.5842182 6.1503353, -75.5841565 6.1504989, -75.5841284 6.1505406, -75.5841079 6.1505566, -75.5840835 6.1505693, -75.5840502 6.1505786, -75.5840104 6.150589, -75.5839976 6.1505959, -75.5839845 6.1506036, -75.5839654 6.1506186, -75.5839346 6.1506533, -75.5838709 6.150743, -75.5836657 6.15113, -75.5834109 6.151515)",35.0,24.0,,,,,
9700480766,9665130560,0,1055695503,False,,,residential,,False,93.554,"LINESTRING (-75.5905415 6.1596355, -75.5905831 6.1597142, -75.5905885 6.1597889, -75.5905482 6.1599035, -75.5902062 6.1603436)",35.0,9.6,,,,,
9748703312,1378816121,0,1061021876,True,,Calle 38A Sur,tertiary,40,False,7.63,"LINESTRING (-75.5856418 6.1675374, -75.5856951 6.167581)",40.0,0.7,,,,,
9768173154,9768173155,0,1063409326,True,,,residential,,False,1.878,"LINESTRING (-75.5809527 6.1617895, -75.5809622 6.1617755)",35.0,0.2,,,roundabout,,
9768173155,3924033157,0,389248654,True,,,residential,,False,26.474,"LINESTRING (-75.5809622 6.1617755, -75.5811909 6.1617049)",35.0,2.7,,,,,
9768173155,9768173157,0,1063409326,True,,,residential,,False,6.901999999999999,"LINESTRING (-75.5809622 6.1617755, -75.5809656 6.1617447, -75.5809501 6.1617177)",35.0,0.7,,,roundabout,,
9768173157,9768173158,0,1063409326,True,,,residential,,False,2.822,"LINESTRING (-75.5809501 6.1617177, -75.5809275 6.1617059)",35.0,0.3,,,roundabout,,
9768173158,1863092055,0,1063409324,True,,Calle 39A Sur,residential,,False,30.408,"LINESTRING (-75.5809275 6.1617059, -75.5807901 6.161469)",35.0,3.1,,,,,
9768173158,9768173160,0,1063409326,True,,,residential,,False,6.829,"LINESTRING (-75.5809275 6.1617059, -75.5808967 6.1617084, -75.5808732 6.1617283)",35.0,0.7,,,roundabout,,
9768173160,1863092046,0,1063409326,True,,,residential,,False,8.181000000000001,"LINESTRING (-75.5808732 6.1617283, -75.5808656 6.1617516, -75.5808701 6.1617757, -75.5808855 6.1617949)",35.0,0.8,,,roundabout,,
9775935287,9860720148,0,1018848587,True,2,Carrera 31,residential,,False,17.409,"LINESTRING (-75.5808707 6.1660083, -75.5808244 6.1660266, -75.580791 6.1660274, -75.5807582 6.1660185, -75.5807246 6.1659965)",35.0,1.8,,,,,
9775935287,9860720149,0,1064448634,True,,,residential,,False,51.645,"LINESTRING (-75.5808707 6.1660083, -75.5808453 6.166069, -75.5808393 6.1661043, -75.58084 6.1661323, -75.580848 6.1661683, -75.580913 6.1663103, -75.5809721 6.1664396)",35.0,5.3,,,,,
9852427970,5053921262,0,"[1074111008, 1068478367]",False,,,residential,,True,264.561,"LINESTRING (-75.5910927 6.1480552, -75.5911973 6.1480885, -75.5912805 6.1481512, -75.5913582 6.1482458, -75.5913764 6.1483138, -75.5913824 6.1483972, -75.5913703 6.1484485, -75.5913442 6.1485405, -75.5913294 6.1485885, -75.591322 6.1486338, -75.591318 6.1486885, -75.5913422 6.1487339, -75.5914173 6.1487659, -75.5915098 6.1487632, -75.5916761 6.1487125, -75.5917767 6.1487019, -75.5918746 6.1487099, -75.5919859 6.1487045, -75.5920503 6.1487072, -75.5920798 6.1487339, -75.5920878 6.1487832, -75.5920784 6.1488499, -75.5920878 6.1488885, -75.5921133 6.1489179, -75.5923332 6.1490125, -75.5924767 6.1490992, -75.5925585 6.1491432, -75.5926425 6.149168)",35.0,27.2,,,,,
9857258343,5324852098,0,1074704436,False,,,residential,,True,143.132,"LINESTRING (-75.5024497 6.1868888, -75.5024752 6.1868548, -75.5025194 6.1868388, -75.5027086 6.1868714, -75.5028762 6.1868901, -75.5029607 6.1868914, -75.5030948 6.1868914, -75.503253 6.1868914, -75.5033577 6.1869101, -75.5034998 6.1869634, -75.503701 6.1870208)",35.0,14.7,,,,,
9857258350,8456905797,0,1074704437,False,,,residential,,True,129.933,"LINESTRING (-75.5053452 6.1821355, -75.5053706 6.1824742, -75.5053908 6.1825995, -75.5053934 6.1826969, -75.5053774 6.1828235, -75.5053653 6.1829235, -75.5053385 6.1830315, -75.5053318 6.1831209, -75.5053586 6.1832942)",35.0,13.4,,,,,
9857325790,9857333320,0,1074705629,False,,,residential,,True,128.71,"LINESTRING (-75.5098023 6.1856215, -75.510267 6.1860701, -75.510316 6.1861088, -75.5103508 6.1861254, -75.5103797 6.1861268, -75.5104052 6.1861194, -75.5104246 6.1861081, -75.5104662 6.1860808, -75.5105104 6.1860508, -75.5106958 6.1859088)",35.0,13.2,,,,,
9857325799,9857325814,0,1074705630,False,,,residential,,True,122.839,"LINESTRING (-75.5102268 6.1849321, -75.5102637 6.1849861, -75.5103059 6.1850468, -75.5103133 6.1850781, -75.5103039 6.1851221, -75.5102925 6.1851581, -75.510261 6.1852255, -75.5102402 6.1852635, -75.5102234 6.1852995, -75.5102254 6.1853188, -75.5102442 6.1853381, -75.5102663 6.1853581, -75.5103207 6.1853948, -75.5107377 6.1857595)",35.0,12.6,,,,,
9857325812,9857325814,0,1074705631,False,,,residential,,True,20.455,"LINESTRING (-75.5108524 6.1856155, -75.5107746 6.1857055, -75.5107377 6.1857595)",35.0,2.1,,,,,
9857325814,9857325799,0,1074705630,False,,,residential,,False,122.83899999999998,"LINESTRING (-75.5107377 6.1857595, -75.5103207 6.1853948, -75.5102663 6.1853581, -75.5102442 6.1853381, -75.5102254 6.1853188, -75.5102234 6.1852995, -75.5102402 6.1852635, -75.510261 6.1852255, -75.5102925 6.1851581, -75.5103039 6.1851221, -75.5103133 6.1850781, -75.5103059 6.1850468, -75.5102637 6.1849861, -75.5102268 6.1849321)",35.0,12.6,,,,,
9857325814,9857325812,0,1074705631,False,,,residential,,False,20.455,"LINESTRING (-75.5107377 6.1857595, -75.5107746 6.1857055, -75.5108524 6.1856155)",35.0,2.1,,,,,
9857325814,9857333320,0,1074705631,False,,,residential,,True,19.727,"LINESTRING (-75.5107377 6.1857595, -75.5107545 6.1857901, -75.5107599 6.1858215, -75.5107478 6.1858485, -75.5107331 6.1858661, -75.5107056 6.1858871, -75.5106958 6.1859088)",35.0,2.0,,,,,
9857333320,9857325790,0,1074705629,False,,,residential,,False,128.71,"LINESTRING (-75.5106958 6.1859088, -75.5105104 6.1860508, -75.5104662 6.1860808, -75.5104246 6.1861081, -75.5104052 6.1861194, -75.5103797 6.1861268, -75.5103508 6.1861254, -75.510316 6.1861088, -75.510267 6.1860701, -75.5098023 6.1856215)",35.0,13.2,,,,,
9857333320,9857325814,0,1074705631,False,,,residential,,False,19.727,"LINESTRING (-75.5106958 6.1859088, -75.5107056 6.1858871, -75.5107331 6.1858661, -75.5107478 6.1858485, -75.5107599 6.1858215, -75.5107545 6.1857901, -75.5107377 6.1857595)",35.0,2.0,,,,,
9857333320,6134203003,0,1074705631,False,,,residential,,True,30.313,"LINESTRING (-75.5106958 6.1859088, -75.5107123 6.1859315, -75.5107753 6.1859914, -75.5108397 6.1860621, -75.5108665 6.1861187)",35.0,3.1,,,,,
