u,v,geometry,speed_mps,weigth
4553125236,4553125212,"LINESTRING (-75.5348704 6.1422725, -75.5348763 6.1423235, -75.5348475 6.1423962, -75.5347958 6.1424436, -75.5347234 6.1424889, -75.5346248 6.1425302, -75.5345448 6.1425378, -75.5343852 6.1425621, -75.5342302 6.1425804, -75.5341161 6.1426007, -75.5340079 6.14262, -75.5339472 6.142627, -75.5338901 6.1426272, -75.5338065 6.1426024, -75.5337031 6.1425442, -75.5336009 6.1424489, -75.5334885 6.1423425, -75.533383 6.1422146, -75.5333334 6.1421726, -75.5332553 6.142123, -75.5331912 6.1421082, -75.5331247 6.1421181, -75.5330322 6.1421613, -75.5329411 6.1422335, -75.5328945 6.1423019, -75.5328868 6.1423395, -75.5328881 6.1423756, -75.5329176 6.1424377, -75.5330015 6.1425276, -75.5331061 6.1426293)",6.9,42.545
4553125236,5647139158,"LINESTRING (-75.5348704 6.1422725, -75.5346948 6.1421574, -75.5345755 6.1420848, -75.5344074 6.1420169, -75.5342983 6.1419483, -75.5342581 6.1418815, -75.5342447 6.1418078, -75.5342159 6.1416706, -75.5342059 6.1415468, -75.5342307 6.1414017, -75.5342924 6.1413006, -75.5343299 6.1411341, -75.5343117 6.1410782, -75.5342554 6.1410148, -75.534183 6.1409816, -75.5340807 6.1409377, -75.5340006 6.1408981, -75.5339541 6.1408584, -75.5339099 6.1407925, -75.533863 6.1407406, -75.5337986 6.1407006, -75.5337572 6.1406668, -75.5337384 6.1406378, -75.5337184 6.140594, -75.5336868 6.1404221, -75.5336857 6.1403408, -75.5337028 6.1403061, -75.5337545 6.1402592, -75.5338389 6.1402219, -75.5338777 6.1401867, -75.5338899 6.1401521, -75.5338859 6.1401101, -75.5338591 6.1400661, -75.5338272 6.1400421, -75.53376 6.1400175, -75.5333059 6.1399507, -75.5332683 6.1399361, -75.5331988 6.1398896, -75.5331191 6.139809, -75.5330718 6.1397707, -75.533016 6.1397511, -75.5328063 6.1397165, -75.5326261 6.1396932)",6.9,65.664
4553125276,7905925819,"LINESTRING (-75.536261 6.1408775, -75.5362938 6.1408228, -75.5363595 6.1407595, -75.5364172 6.1407161, -75.5364648 6.1406975, -75.5365098 6.1406861, -75.5366008 6.1406732, -75.5367208 6.1406857, -75.5368175 6.1406757, -75.5369078 6.1406366, -75.536971 6.1405934, -75.5370194 6.1405655, -75.5370656 6.1405274, -75.537126 6.1404781, -75.5372071 6.1404054, -75.5372608 6.1403294, -75.5372983 6.1402134, -75.5372943 6.1401001, -75.5372527 6.1400028, -75.5372004 6.1399281, -75.5371515 6.1398708, -75.5371011 6.1398212, -75.537054 6.1397727, -75.5369858 6.1397261, -75.5369363 6.1396957, -75.5368852 6.1396584, -75.5368515 6.1396313, -75.5368246 6.1396003, -75.5368157 6.1395841, -75.5368149 6.1395672, -75.5368219 6.1395541, -75.5368311 6.139548, -75.5368676 6.1395384, -75.5368977 6.1395384, -75.536972 6.1395401, -75.5370322 6.1395401, -75.5370958 6.1395394, -75.5371689 6.1395434, -75.537246 6.1395581, -75.5373137 6.1395681, -75.5373835 6.1395761, -75.5374405 6.1395787, -75.5375099 6.1395753, -75.5376178 6.1395405, -75.5377082 6.1395058, -75.5377723 6.1394913, -75.5378481 6.1394681, -75.5378949 6.1394588, -75.5379501 6.1394478, -75.5380142 6.1394246, -75.5381046 6.1393753, -75.5381716 6.1393348, -75.5382387 6.1392652, -75.5382853 6.1392101, -75.5383261 6.1391348, -75.5383607 6.139066, -75.5383611 6.1390652, -75.5383698 6.1390218, -75.5383873 6.1389377, -75.5384223 6.1388856, -75.5384748 6.1388363, -75.5385167 6.138792, -75.5385504 6.1387254, -75.5385643 6.138636, -75.5385808 6.1385987, -75.5386133 6.138581, -75.5386465 6.138577, -75.538685 6.138585, -75.5387655 6.1386547, -75.5389237 6.138776, -75.5391853 6.1388547, -75.5392389 6.138904, -75.5392563 6.1389547, -75.539298 6.1395195)",3.9000000000000004,161.797
4553125276,4553125236,"LINESTRING (-75.536261 6.1408775, -75.5361691 6.1409481, -75.5361041 6.1409768, -75.5360152 6.1409885, -75.5359519 6.1409795, -75.5358694 6.1409421, -75.5358097 6.1409001, -75.5357527 6.1408541, -75.535687 6.1408015, -75.5356293 6.1407635, -75.5355455 6.1407168, -75.5354617 6.1406615, -75.5353758 6.1406175, -75.5352163 6.1405501, -75.5351394 6.140533, -75.5350614 6.1405101, -75.53495 6.1405041, -75.534845 6.1405313, -75.5347838 6.1405719, -75.5347284 6.1406617, -75.5346932 6.1407375, -75.5346885 6.1407935, -75.5346966 6.1408488, -75.5347051 6.1408964, -75.5347168 6.1410037, -75.5347163 6.1410556, -75.534708 6.1411167, -75.5346905 6.1411978, -75.5346674 6.1412408, -75.5346426 6.1412807, -75.5345949 6.1413167, -75.5345395 6.1413514, -75.5344847 6.1413961, -75.5344206 6.1414558, -75.5343734 6.1415062, -75.5343519 6.1415702, -75.5343452 6.1416775, -75.5343533 6.1417529, -75.5343814 6.1418295, -75.5344257 6.1418902, -75.534486 6.1419355, -75.5345752 6.1419755, -75.5346865 6.1420262, -75.5347596 6.1420682, -75.5348132 6.1421166, -75.5348501 6.1421475, -75.5348704 6.1422725)",6.704347826086957,62.425
4553125276,4553125426,"LINESTRING (-75.536261 6.1408775, -75.5361634 6.1407122, -75.5361006 6.1406272, -75.5359914 6.1405061, -75.5358887 6.140384, -75.535776 6.1402749, -75.5356686 6.1402134, -75.5356073 6.1401815, -75.5354545 6.1401151, -75.5353054 6.1400209, -75.5352705 6.1399898, -75.5352164 6.1398881, -75.5351714 6.1397928, -75.5351319 6.1397092, -75.5350976 6.1396114, -75.5350969 6.1395807, -75.535133 6.1394803)",3.9,52.033
4553125379,4553125408,"LINESTRING (-75.5327067 6.1467547, -75.5326296 6.146816, -75.532424 6.1469497, -75.5322658 6.1471227, -75.5322397 6.1471911, -75.5322339 6.1472668, -75.5322437 6.1473511, -75.5322737 6.1474372, -75.5323453 6.1475302, -75.5323496 6.1475991, -75.5323449 6.1476809, -75.5323054 6.1477753, -75.5322184 6.1479326, -75.5321336 6.1481278, -75.5320801 6.1482785, -75.5320177 6.1484438, -75.5318674 6.1485753, -75.531742 6.1486224, -75.5315886 6.1486492, -75.5314994 6.1486672, -75.5314062 6.1487159, -75.5313089 6.1488252, -75.5311983 6.1489379, -75.5310803 6.1490132, -75.5309596 6.1490452, -75.5307631 6.1490592, -75.5307286 6.1490759, -75.5306645 6.1491485, -75.5306337 6.1492505, -75.530629 6.1493912, -75.5306367 6.1495524, -75.5306565 6.1496706, -75.5307061 6.1497799, -75.5307222 6.1498372, -75.5307309 6.1499106, -75.5307038 6.1500198, -75.5306754 6.1500881)",6.25375,313.947
4553125379,4553125086,"LINESTRING (-75.5327067 6.1467547, -75.5328244 6.1466791, -75.5328618 6.1466247, -75.5328941 6.1465364, -75.5329382 6.1464079, -75.5329692 6.1463311, -75.5330068 6.1462631, -75.5330764 6.146205, -75.5331825 6.1461551, -75.5332549 6.1461137, -75.5332898 6.1460617, -75.5333649 6.1458457, -75.5334098 6.1457512, -75.5335173 6.1456184, -75.5336834 6.145485, -75.5337779 6.1454344, -75.533927 6.1453864, -75.5340857 6.1453864, -75.5341727 6.1453902, -75.5343327 6.1453913)",6.4,39.526
4553125379,7372308903,"LINESTRING (-75.5327067 6.1467547, -75.5326501 6.1464591, -75.5325991 6.1461844, -75.532575 6.1459604, -75.5325689 6.1458957, -75.5325629 6.1458624, -75.5325441 6.1458357, -75.5325112 6.1458144, -75.5323872 6.1457551, -75.5322839 6.1457271, -75.5321498 6.1457071, -75.5320077 6.1457137, -75.5317113 6.1457657, -75.5314645 6.1458257, -75.5314028 6.1458297, -75.5313559 6.1458257, -75.5313116 6.1458111, -75.5311107 6.145667, -75.5310085 6.1455937, -75.5309442 6.1455577, -75.5308798 6.145551, -75.5308275 6.1455657, -75.5307443 6.1456341, -75.530232 6.1460551, -75.5301791 6.1460891, -75.5301214 6.1461051, -75.5300564 6.1460977, -75.5299102 6.1460751, -75.5290572 6.1459391, -75.5289955 6.1459271, -75.5289446 6.1459324, -75.5286857 6.1460511, -75.5284679 6.1461611, -75.5284028 6.1461844, -75.5283196 6.1461977, -75.5282365 6.1461977, -75.5281708 6.1461897, -75.528093 6.1461657, -75.5278958 6.1460311, -75.5278502 6.1460191, -75.5278127 6.1460231, -75.5277832 6.1460431, -75.5277698 6.1460804, -75.5277805 6.1461264, -75.5279133 6.1463951, -75.5279106 6.1464658, -75.5278878 6.1465218, -75.5278529 6.1465511, -75.5278194 6.1465651, -75.5277684 6.1465697, -75.5277061 6.1465417, -75.5276163 6.1464691, -75.5274413 6.1462897, -75.5273433 6.1461631, -75.5272588 6.1460104, -75.5271555 6.1458764, -75.5270027 6.1457511)",3.9,227.378
4553125408,4553125379,"LINESTRING (-75.5306754 6.1500881, -75.5307038 6.1500198, -75.5307309 6.1499106, -75.5307222 6.1498372, -75.5307061 6.1497799, -75.5306565 6.1496706, -75.5306367 6.1495524, -75.530629 6.1493912, -75.5306337 6.1492505, -75.5306645 6.1491485, -75.5307286 6.1490759, -75.5307631 6.1490592, -75.5309596 6.1490452, -75.5310803 6.1490132, -75.5311983 6.1489379, -75.5313089 6.1488252, -75.5314062 6.1487159, -75.5314994 6.1486672, -75.5315886 6.1486492, -75.531742 6.1486224, -75.5318674 6.1485753, -75.5320177 6.1484438, -75.5320801 6.1482785, -75.5321336 6.1481278, -75.5322184 6.1479326, -75.5323054 6.1477753, -75.5323449 6.1476809, -75.5323496 6.1475991, -75.5323453 6.1475302, -75.5322737 6.1474372, -75.5322437 6.1473511, -75.5322339 6.1472668, -75.5322397 6.1471911, -75.5322658 6.1471227, -75.532424 6.1469497, -75.5326296 6.146816, -75.5327067 6.1467547)",5.82625,306.831
4553125408,5301517546,"LINESTRING (-75.5306754 6.1500881, -75.5304822 6.1499183, -75.5301898 6.1497177, -75.5300178 6.1496009, -75.5297712 6.1494235, -75.5295447 6.1491361, -75.5293491 6.1489212, -75.5291641 6.1487521, -75.5289348 6.1486244, -75.5286896 6.1484749)",10.088888888888889,28.092
4553125408,3306068469,"LINESTRING (-75.5306754 6.1500881, -75.5308437 6.1502693, -75.5312619 6.1506494, -75.531308 6.1506968, -75.5316748 6.1511161, -75.5318283 6.1512905, -75.5319807 6.1514383, -75.5321591 6.1516114, -75.5323382 6.1517849, -75.5324188 6.1518699, -75.5325119 6.1519455, -75.5326478 6.1520746, -75.5327114 6.1521585, -75.5327659 6.1522763, -75.5327777 6.1523433, -75.5327649 6.1524165)",6.786666666666666,68.292
4553125426,4553125276,"LINESTRING (-75.535133 6.1394803, -75.5350969 6.1395807, -75.5350976 6.1396114, -75.5351319 6.1397092, -75.5351714 6.1397928, -75.5352164 6.1398881, -75.5352705 6.1399898, -75.5353054 6.1400209, -75.5354545 6.1401151, -75.5356073 6.1401815, -75.5356686 6.1402134, -75.535776 6.1402749, -75.5358887 6.140384, -75.5359914 6.1405061, -75.5361006 6.1406272, -75.5361634 6.1407122, -75.536261 6.1408775)",3.9,52.033
4944660950,8392497894,"LINESTRING (-75.5981464 6.1733105, -75.5970824 6.1740808, -75.5969452 6.1741753, -75.5942581 6.1760948, -75.593991 6.1763051, -75.5936334 6.1766168)",19.36,39.027
5001818382,419001681,"LINESTRING (-75.4907572 6.1720977, -75.490913 6.1723284, -75.4911464 6.1726533, -75.4914339 6.1730708, -75.4916045 6.1733324, -75.4917571 6.1735719, -75.4919116 6.1737596, -75.4920833 6.1739473, -75.4922378 6.1740753, -75.4923973 6.1741971, -75.4925427 6.1742984, -75.4927798 6.1744264, -75.4931223 6.1745568, -75.4934981 6.1746557, -75.4937448 6.1747139, -75.4939969 6.1747741, -75.4941573 6.174776, -75.4943607 6.1747669, -75.49452 6.1747515, -75.4947265 6.1747016, -75.494932 6.1746229, -75.4951141 6.1745272)",11.795238095238094,48.756
5001818382,5001818385,"LINESTRING (-75.4907572 6.1720977, -75.4907177 6.171961, -75.4907159 6.1719201, -75.4907244 6.1718384, -75.4907401 6.1717494, -75.4907808 6.171685, -75.4908514 6.171624)",3.2999999999999994,16.095
5001818382,1841320755,"LINESTRING (-75.4907572 6.1720977, -75.4904603 6.171661, -75.4904542 6.1716527, -75.4903523 6.1715157)",9.4,7.737
5001818385,1841320755,"LINESTRING (-75.4908514 6.171624, -75.4903523 6.1715157)",3.3,15.818
5001818385,9400256451,"LINESTRING (-75.4908514 6.171624, -75.491048 6.1716235)",3.9,5.233
5001818420,1841320755,"LINESTRING (-75.490548 6.1737717, -75.4902816 6.1734594, -75.4901934 6.1733877, -75.4901103 6.1733656, -75.4900171 6.1733057, -75.4899447 6.173218, -75.4897905 6.1729614, -75.4897257 6.1729227, -75.4895165 6.1728187, -75.489371 6.172773, -75.489331 6.1727277, -75.4893117 6.1726703, -75.489265 6.172531, -75.4891883 6.1721823, -75.4891815 6.1721427, -75.4891805 6.172102, -75.489205 6.172065, -75.4892443 6.172033, -75.4898183 6.171714, -75.4899658 6.1716467, -75.4901483 6.171584, -75.4903523 6.1715157)",6.3047619047619055,61.125
5001818420,9910833372,"LINESTRING (-75.490548 6.1737717, -75.4906649 6.1738823, -75.4907297 6.1739617, -75.4907592 6.1740413, -75.490767 6.1740952, -75.4907594 6.1741452, -75.4907328 6.1741844, -75.4906829 6.1742275, -75.4905078 6.1743064, -75.4904626 6.1743488, -75.4904441 6.1744023, -75.4904536 6.1744653, -75.4904754 6.1745401, -75.4904838 6.1745993, -75.4904827 6.1746634, -75.4904495 6.1747436, -75.490395 6.1748524, -75.4903798 6.1749263, -75.4903693 6.175056, -75.4903623 6.175205, -75.4903667 6.1753291)",7.6,26.637
5001818420,9426264201,"LINESTRING (-75.490548 6.1737717, -75.4905119 6.1738037, -75.4904685 6.1738073, -75.4904322 6.1737879, -75.4903784 6.1737357, -75.4903523 6.173721, -75.4903311 6.1737147, -75.4902618 6.1737057, -75.4901974 6.173705, -75.4901116 6.1737117, -75.49004 6.1737173, -75.4899332 6.173737, -75.4898402 6.17374, -75.4897334 6.1737037, -75.4895344 6.1736173, -75.4894933 6.173617, -75.4894584 6.1736317, -75.4894296 6.173655, -75.4894151 6.1736874, -75.4893927 6.1737023, -75.4893659 6.1737056, -75.4891408 6.173668, -75.4889685 6.173652, -75.4889173 6.1736437, -75.4888362 6.1736144, -75.4887315 6.1735497, -75.4886631 6.1735037, -75.4885782 6.173468, -75.4884231 6.1734183, -75.488241 6.1733926, -75.4881744 6.173407, -75.4880739 6.1734513, -75.4880147 6.1734477, -75.4879651 6.1734383, -75.487905 6.173414, -75.4878718 6.1733919, -75.4877823 6.1733474, -75.487723 6.173333, -75.4876674 6.1733276, -75.4876191 6.1733356, -75.4875695 6.173333, -75.4875288 6.1733153, -75.4874884 6.1732823, -75.4874583 6.173244, -75.4874414 6.173189, -75.4874548 6.1730917, -75.4875013 6.172768, -75.4874984 6.172741, -75.487479 6.172721, -75.48731 6.1726223, -75.4872054 6.172545, -75.4870981 6.172465, -75.4870807 6.1724143, -75.4870874 6.1723423, -75.4871745 6.172209, -75.4872067 6.1721423, -75.4872014 6.172101, -75.4871759 6.1720583, -75.4870713 6.171993, -75.486972 6.1719357, -75.4869291 6.1719156, -75.4868647 6.1719143, -75.4866716 6.1719423, -75.4865831 6.171937, -75.4865 6.1719343, -75.4864597 6.171945, -75.4864383 6.1719537, -75.4864275 6.171977, -75.4864282 6.1720057, -75.4864383 6.172035, -75.4864544 6.172049, -75.4865134 6.172073, -75.4865697 6.1720917, -75.4866099 6.1720997, -75.4866609 6.1721237, -75.4866958 6.1721557)",3.9,158.772
5001821043,1841320710,"LINESTRING (-75.4902425 6.176572, -75.490091 6.1765333, -75.4900499 6.1765116, -75.4900244 6.1764876, -75.4899756 6.176424, -75.4899372 6.176305, -75.4899466 6.1762037, -75.4899742 6.1760827, -75.4901433 6.1757587, -75.4903656 6.1753547)",3.1,50.253
5001821054,11026817645,"LINESTRING (-75.5239043 6.1600729, -75.5240009 6.1601785)",5.0,3.12
5001821054,12033740269,"LINESTRING (-75.5239043 6.1600729, -75.5240358 6.1600511)",5.3,2.771
5001821055,11591105157,"LINESTRING (-75.5244514 6.1607558, -75.524803 6.161472)",5.0,17.355
5001821055,5001821084,"LINESTRING (-75.5244514 6.1607558, -75.5243694 6.1606236)",4.2,3.978
5001821059,11591105163,"LINESTRING (-75.5278337 6.1625747, -75.5269763 6.1623729, -75.526168 6.1621827, -75.5253204 6.1620146, -75.5248913 6.161652, -75.5248499 6.1615677)",3.9,90.756
5001821060,9388283662,"LINESTRING (-75.5241556 6.1603155, -75.523903 6.1603469)",3.9,7.02
5001821060,12033740269,"LINESTRING (-75.5241556 6.1603155, -75.5240358 6.1600511)",3.9,8.023
5001821060,5001821084,"LINESTRING (-75.5241556 6.1603155, -75.5242172 6.1603736, -75.5243694 6.1606236)",4.4,9.214
5001821072,8488194221,"LINESTRING (-75.5169841 6.16502, -75.5169224 6.1648786, -75.5168438 6.1646943, -75.516775 6.1645267, -75.5167204 6.1643956, -75.5166801 6.1642276, -75.5166775 6.1640863, -75.516725 6.163892, -75.5168278 6.1634623, -75.5168984 6.163156, -75.5169511 6.1629876, -75.5170262 6.1628383, -75.5171147 6.1627049, -75.5172577 6.1625612, -75.5181612 6.1618317)",2.2,181.26
5001821084,5001821055,"LINESTRING (-75.5243694 6.1606236, -75.5244514 6.1607558)",4.2,3.978
5001821084,8485665879,"LINESTRING (-75.5243694 6.1606236, -75.5242913 6.160656)",9.7,0.903
5001821084,5001821060,"LINESTRING (-75.5243694 6.1606236, -75.5242172 6.1603736, -75.5241556 6.1603155)",5.0,8.19
5001821095,9388283681,"LINESTRING (-75.5302525 6.1592899, -75.530006 6.1590834, -75.5299142 6.1589595, -75.5298282 6.1588768)",7.5,8.58
5001821095,414935161,"LINESTRING (-75.5302525 6.1592899, -75.5303982 6.159292, -75.530655 6.1592934, -75.5312151 6.1592942, -75.531494 6.1592889, -75.5316832 6.1592567, -75.5319229 6.1591651, -75.5321981 6.1590249, -75.5324435 6.1588783, -75.5326045 6.1587595, -75.5327346 6.1586422, -75.5328687 6.1584688, -75.532954 6.1583182, -75.5330122 6.1581675, -75.5330618 6.1580049, -75.5331194 6.1576595, -75.5331543 6.1571022, -75.5331704 6.1567875, -75.5331563 6.1566641, -75.5331302 6.1565475, -75.5331008 6.1564451, -75.5330611 6.1563615)",14.852380952380951,37.816
5001821095,309313461,"LINESTRING (-75.5302525 6.1592899, -75.5297069 6.1593051, -75.5290518 6.1593463)",13.1,9.933
5053921262,5053921288,"LINESTRING (-75.5926425 6.149168, -75.5927606 6.1492067, -75.5928879 6.1492568, -75.5930221 6.1492876, -75.5931134 6.1493217, -75.5932296 6.149379, -75.5933748 6.1494537, -75.5934826 6.1495271, -75.5935598 6.1496106, -75.593641 6.149743, -75.5937062 6.1498022, -75.5937806 6.1498225, -75.5940265 6.1498062, -75.5941957 6.1497931, -75.594296 6.1497523, -75.5943988 6.1496592, -75.5945199 6.1494719, -75.5945742 6.1494384, -75.5946388 6.1494451, -75.5946935 6.1494907, -75.5947294 6.149558, -75.59472 6.149826, -75.594754 6.149885, -75.594811 6.149913, -75.59487 6.1499253, -75.594932 6.1499067, -75.595009 6.1498313, -75.5951213 6.149701, -75.595192 6.149614, -75.5952889 6.149573, -75.5953454 6.1495983, -75.595392 6.1496443, -75.5954307 6.1497253, -75.5954771 6.1499343, -75.5955097 6.1499607, -75.595556 6.1499646, -75.5955886 6.1499354, -75.5956269 6.149867, -75.5956679 6.149797, -75.5957228 6.1497176)",4.0307692307692315,129.936
5053921262,5053979972,"LINESTRING (-75.5926425 6.149168, -75.5925556 6.1490551, -75.5924914 6.1489833, -75.5924803 6.1489215, -75.5924891 6.1488916, -75.5925178 6.1488681, -75.5925791 6.1488698, -75.5926444 6.1488673, -75.5926862 6.1488434, -75.5926964 6.148809, -75.5926906 6.1487711, -75.5926298 6.1486604, -75.5926263 6.1486097, -75.592646 6.148561, -75.5926763 6.1485354, -75.5927201 6.148525, -75.5929574 6.1485213, -75.5930466 6.1484877, -75.5930937 6.1484333, -75.5931213 6.1483776, -75.5931461 6.1482966, -75.5931586 6.1481723, -75.5931428 6.1480843, -75.5931084 6.1480402, -75.5930703 6.1480217, -75.5929891 6.1480152, -75.5926706 6.1479905, -75.5925596 6.1479618, -75.5924836 6.147909, -75.5921155 6.1476551, -75.592069 6.1476044, -75.5920501 6.1475509, -75.5920382 6.1474631, -75.5920079 6.1472205)",5.0,76.94
5053921262,9852427970,"LINESTRING (-75.5926425 6.149168, -75.5925585 6.1491432, -75.5924767 6.1490992, -75.5923332 6.1490125, -75.5921133 6.1489179, -75.5920878 6.1488885, -75.5920784 6.1488499, -75.5920878 6.1487832, -75.5920798 6.1487339, -75.5920503 6.1487072, -75.5919859 6.1487045, -75.5918746 6.1487099, -75.5917767 6.1487019, -75.5916761 6.1487125, -75.5915098 6.1487632, -75.5914173 6.1487659, -75.5913422 6.1487339, -75.591318 6.1486885, -75.591322 6.1486338, -75.5913294 6.1485885, -75.5913442 6.1485405, -75.5913703 6.1484485, -75.5913824 6.1483972, -75.5913764 6.1483138, -75.5913582 6.1482458, -75.5912805 6.1481512, -75.5911973 6.1480885, -75.5910927 6.1480552)",3.9,72.583
5053921288,5053980220,"LINESTRING (-75.5957228 6.1497176, -75.5957072 6.1498914, -75.5957124 6.1500029, -75.5957363 6.1500712, -75.5957732 6.1501446, -75.5958462 6.1502072, -75.5959328 6.1502539, -75.5961098 6.1503359, -75.5961433 6.1503726, -75.5961506 6.1504272, -75.5961326 6.1504872, -75.5960468 6.1505833, -75.5958684 6.1507379, -75.5957933 6.1508393, -75.595745 6.1509966, -75.5957437 6.1511846, -75.5957926 6.151482, -75.5958147 6.1517572, -75.5958228 6.1518493, -75.5958168 6.1519307, -75.5957899 6.15201, -75.5957604 6.1520974, -75.595692 6.1522433, -75.5956786 6.152316, -75.5956754 6.1523535, -75.595682 6.1524146, -75.5957224 6.152498, -75.5958046 6.1526176, -75.5958417 6.1527239, -75.595847 6.152849, -75.5958067 6.1529397, -75.5957236 6.1529757, -75.5955023 6.152989, -75.5954151 6.1529877, -75.5953528 6.1529814, -75.5953156 6.1529621, -75.595278 6.152927, -75.5952455 6.152889, -75.595222 6.1528483, -75.5951939 6.1528164, -75.595159 6.1528004, -75.5951294 6.1528064, -75.595094 6.152823, -75.5950705 6.1528437, -75.5950729 6.1528786, -75.5950939 6.1529257, -75.5951536 6.153045, -75.5951884 6.1532477, -75.5952133 6.153291, -75.5952448 6.1533317, -75.5952723 6.1533564, -75.5953273 6.153383, -75.5953689 6.1534017, -75.5953957 6.153429, -75.5954124 6.1534704, -75.5954084 6.1535184, -75.5953903 6.1535677, -75.5953508 6.153665, -75.5953293 6.1538517, -75.5953306 6.1539477, -75.595334 6.1541644, -75.5953467 6.1542777, -75.5953434 6.1543117, -75.5953347 6.1543471, -75.5952951 6.1544084, -75.5952522 6.1544451, -75.5952146 6.1544811, -75.5951885 6.1545151, -75.5951831 6.1545404, -75.5951751 6.1545531, -75.5951677 6.1546197, -75.5951804 6.1546531, -75.5951972 6.1546891, -75.5952153 6.1547171, -75.5952381 6.1547317, -75.595271 6.1547397, -75.5953005 6.1547477, -75.595334 6.1547577, -75.5953601 6.1547557, -75.5954158 6.1547444, -75.5957068 6.154615, -75.5957568 6.1545877, -75.5957852 6.1545774, -75.5958157 6.1545784, -75.5958366 6.1545897, -75.5958528 6.1546029, -75.5958644 6.1546177, -75.5958781 6.154649, -75.5958772 6.1546836, -75.5958597 6.1547197, -75.5958349 6.1547497, -75.5958007 6.1547864, -75.5957591 6.1548551, -75.5957464 6.1549024, -75.595739 6.1549638, -75.5957309 6.1550311, -75.5957115 6.1551211, -75.5956927 6.1553957, -75.5956686 6.1555824, -75.5956585 6.1556031, -75.595655 6.1556161, -75.5956557 6.1556275, -75.59566 6.1556416, -75.595686 6.1556644, -75.5956944 6.1556821, -75.5956957 6.1556998, -75.5956927 6.1557138, -75.5956753 6.1557465, -75.5956384 6.1557851, -75.5955988 6.1558057, -75.5955445 6.1558251, -75.5954647 6.1558677, -75.5954192 6.1558998, -75.5954124 6.1559291, -75.5954178 6.1559551, -75.5954493 6.1559798, -75.5955184 6.1560384, -75.5956056 6.1560864, -75.5956592 6.1560944, -75.5957048 6.1560758, -75.5958188 6.1559558, -75.595857 6.1559364, -75.5959006 6.1559264, -75.595969 6.1559344, -75.5960253 6.1559831, -75.5960354 6.1560271, -75.5960361 6.1560584, -75.5960146 6.1561025, -75.5959516 6.1562198, -75.5958971 6.1563118, -75.5958329 6.1563711, -75.5957647 6.1564256, -75.5957022 6.1564818, -75.5956686 6.1565051, -75.5956378 6.1565318, -75.5956089 6.1565685, -75.5955761 6.1566051, -75.5954983 6.1567409, -75.5954688 6.1568131, -75.5954547 6.1568745, -75.5954447 6.1570131, -75.5954419 6.1571365, -75.5954299 6.1572518, -75.5954245 6.1573254, -75.5954125 6.1573945, -75.5953883 6.1575065, -75.5953856 6.1575438, -75.5953903 6.1575912, -75.5954098 6.1576305, -75.59543 6.1576549, -75.5954782 6.1577132, -75.5956203 6.1578212, -75.5958858 6.15798)",2.490789473684211,592.788
5053921288,5053921262,"LINESTRING (-75.5957228 6.1497176, -75.5956679 6.149797, -75.5956269 6.149867, -75.5955886 6.1499354, -75.595556 6.1499646, -75.5955097 6.1499607, -75.5954771 6.1499343, -75.5954307 6.1497253, -75.595392 6.1496443, -75.5953454 6.1495983, -75.5952889 6.149573, -75.595192 6.149614, -75.5951213 6.149701, -75.595009 6.1498313, -75.594932 6.1499067, -75.59487 6.1499253, -75.594811 6.149913, -75.594754 6.149885, -75.59472 6.149826, -75.5947294 6.149558, -75.5946935 6.1494907, -75.5946388 6.1494451, -75.5945742 6.1494384, -75.5945199 6.1494719, -75.5943988 6.1496592, -75.594296 6.1497523, -75.5941957 6.1497931, -75.5940265 6.1498062, -75.5937806 6.1498225, -75.5937062 6.1498022, -75.593641 6.149743, -75.5935598 6.1496106, -75.5934826 6.1495271, -75.5933748 6.1494537, -75.5932296 6.149379, -75.5931134 6.1493217, -75.5930221 6.1492876, -75.5928879 6.1492568, -75.5927606 6.1492067, -75.5926425 6.149168)",4.030769230769231,129.936
5053979724,5054023522,"LINESTRING (-75.5808575 6.1522654, -75.5807871 6.15224)",8.3,1.032
5053979724,5053979735,"LINESTRING (-75.5808575 6.1522654, -75.5808727 6.1521769, -75.5808676 6.1520905, -75.5808504 6.1519889, -75.5808474 6.1518723, -75.5808838 6.1517506, -75.5809435 6.1516119, -75.5810426 6.1514872, -75.5811953 6.1513977, -75.5813723 6.1513635, -75.5815571 6.1513694, -75.581718 6.1514026, -75.5819001 6.151453, -75.5820498 6.1515204, -75.5821914 6.1516375, -75.5823742 6.15181, -75.5824084 6.1518453, -75.5824339 6.1518793, -75.582452 6.15191, -75.582462 6.1519327, -75.5825472 6.152278, -75.5826411 6.1525367, -75.5826914 6.152636, -75.582755 6.1527347, -75.5828825 6.1529261)",4.4,95.783
5053979724,3924029137,"LINESTRING (-75.5808575 6.1522654, -75.5807989 6.1523871, -75.5807832 6.1524504, -75.5807822 6.1525108, -75.5808009 6.152561, -75.5808666 6.1526477, -75.5808949 6.1527098, -75.5809131 6.1527737, -75.5809157 6.1528405, -75.5809086 6.152916, -75.5808828 6.1529904, -75.580812 6.1530829, -75.5807311 6.1532156, -75.5806876 6.1533372, -75.5806654 6.1534569)",3.228571428571428,50.069
