u,v,geometry,speed_mps,weigth
1378864839,1378864850,"LINESTRING (-75.589581 6.1647444, -75.5899517 6.1651882)",3.1,25.135
1378864839,1378864815,"LINESTRING (-75.589581 6.1647444, -75.5892253 6.1643047)",4.2,18.144
1378864839,3499701229,"LINESTRING (-75.589581 6.1647444, -75.5898379 6.1645487, -75.5901325 6.1641459, -75.5904294 6.1636948)",5.3,35.833
1378864842,1379567825,"LINESTRING (-75.5922096 6.1575643, -75.5926392 6.1583414)",6.7,16.706
1378864842,3657303818,"LINESTRING (-75.5922096 6.1575643, -75.5925287 6.1573826)",6.1,7.548
1378864842,3657303815,"LINESTRING (-75.5922096 6.1575643, -75.5921611 6.1574939, -75.5920184 6.1572091)",4.7,10.721
1378864843,1378864802,"LINESTRING (-75.5879053 6.1659248, -75.5884313 6.1655439)",3.6,23.926
1378864843,1419127565,"LINESTRING (-75.5879053 6.1659248, -75.5882887 6.1663463)",4.7,16.009
1378864843,9865704509,"LINESTRING (-75.5879053 6.1659248, -75.587833 6.1658434, -75.587755 6.1657428)",4.7,6.607
1378864843,9865704508,"LINESTRING (-75.5879053 6.1659248, -75.5878371 6.1659902, -75.5877668 6.166061)",2.8,9.504
1378864845,1825621034,"LINESTRING (-75.5883143 6.1644142, -75.5886342 6.1647992)",5.0,13.44
1378864845,1825621031,"LINESTRING (-75.5883143 6.1644142, -75.5884033 6.1643401)",6.1,2.553
1378864850,9391178567,"LINESTRING (-75.5899517 6.1651882, -75.5897682 6.1653195)",5.3,5.684
1378864850,1378864839,"LINESTRING (-75.5899517 6.1651882, -75.589581 6.1647444)",5.6,13.824
1378864853,1379567826,"LINESTRING (-75.5915735 6.1579147, -75.5920152 6.1586959)",6.1,18.818
1378864853,4072396886,"LINESTRING (-75.5915735 6.1579147, -75.5913767 6.1580238)",4.7,6.088
1378864853,5053980694,"LINESTRING (-75.5915735 6.1579147, -75.5916602 6.1578666, -75.591885 6.1577428)",6.1,7.339
1378864859,2622589530,"LINESTRING (-75.5898018 6.1662416, -75.5904324 6.165719, -75.5905006 6.1656843, -75.5905737 6.1656583, -75.5906501 6.1656456, -75.5907206 6.1656426, -75.5908624 6.1656453)",4.7,36.318
1378864863,4072396989,"LINESTRING (-75.5934416 6.1599169, -75.593113 6.1600961)",1.7,29.61
1378864863,3501062251,"LINESTRING (-75.5934416 6.1599169, -75.5940703 6.1595566)",5.3,17.432
1378864863,4072396887,"LINESTRING (-75.5934416 6.1599169, -75.5932505 6.159514)",4.7,12.176
1378869558,1378869586,"LINESTRING (-75.5891259 6.1624369, -75.5896704 6.1628094)",3.9,22.056
1378869564,5460309056,"LINESTRING (-75.5895155 6.1630469, -75.5898518 6.1632778)",3.6,14.954
1378869564,1378869621,"LINESTRING (-75.5895155 6.1630469, -75.5889343 6.1626481)",3.6,25.92
1378869564,1378869586,"LINESTRING (-75.5895155 6.1630469, -75.5896704 6.1628094)",3.6,10.634
1378869564,1378869630,"LINESTRING (-75.5895155 6.1630469, -75.5893674 6.1632739)",3.3,10.8
1378869586,5460309054,"LINESTRING (-75.5896704 6.1628094, -75.5900395 6.1630619)",3.9,15.429
1378869586,1378869558,"LINESTRING (-75.5896704 6.1628094, -75.5891259 6.1624369)",3.9,22.056
1378869586,1378869564,"LINESTRING (-75.5896704 6.1628094, -75.5895155 6.1630469)",3.6,10.634
1378869586,3499701230,"LINESTRING (-75.5896704 6.1628094, -75.589824 6.1625996, -75.5898495 6.1625903, -75.5898795 6.1625956, -75.5901892 6.1628235)",3.9,31.069
1378869591,1378869630,"LINESTRING (-75.5892182 6.1635027, -75.5893674 6.1632739)",4.2,8.64
1378869591,5460309055,"LINESTRING (-75.5892182 6.1635027, -75.5895646 6.1637323)",4.2,13.248
1378869591,5460309060,"LINESTRING (-75.5892182 6.1635027, -75.5887545 6.1631954)",4.2,17.856
1378869591,5919307433,"LINESTRING (-75.5892182 6.1635027, -75.589107 6.1636732, -75.5890599 6.1637455)",4.4,339.91
1378869621,1378869564,"LINESTRING (-75.5889343 6.1626481, -75.5895155 6.1630469)",3.6,25.92
1378869626,1378864815,"LINESTRING (-75.5889155 6.1639099, -75.5892253 6.1643047)",3.3,20.16
1378869626,1378864800,"LINESTRING (-75.5889155 6.1639099, -75.5884586 6.16328)",6.4,16.153
1378869626,5919307433,"LINESTRING (-75.5889155 6.1639099, -75.5890599 6.1637455)",1.7,17.28
1378869630,1378869564,"LINESTRING (-75.5893674 6.1632739, -75.5895155 6.1630469)",3.6,9.969
1378869630,1378869591,"LINESTRING (-75.5893674 6.1632739, -75.5892182 6.1635027)",4.2,8.64
1378869630,5460309059,"LINESTRING (-75.5893674 6.1632739, -75.5897076 6.1635074)",3.9,14.194
1378869630,5460309057,"LINESTRING (-75.5893674 6.1632739, -75.5889378 6.1629791)",3.9,17.897
1379564537,1378816149,"LINESTRING (-75.5834927 6.1690608, -75.5833311 6.1689122)",4.7,6.226
1379564551,1657069508,"LINESTRING (-75.5820818 6.167173, -75.5820969 6.1672691, -75.5820994 6.1673229, -75.5820889 6.167368, -75.5820678 6.1674028, -75.5820349 6.1674366, -75.5819454 6.1674984, -75.5813584 6.1679123)",5.3,29.781
1379564551,1378853843,"LINESTRING (-75.5820818 6.167173, -75.5823157 6.1673186, -75.5827095 6.1675723)",4.2,24.902
1379564557,569680264,"LINESTRING (-75.5814897 6.171525, -75.5810613 6.1716857)",6.7,9.371
1379564557,1657069506,"LINESTRING (-75.5814897 6.171525, -75.5813 6.1710188, -75.5812839 6.170961, -75.5812798 6.170921, -75.5812839 6.170876, -75.5812919 6.1708437, -75.5813395 6.170684, -75.5813535 6.1706406)",4.7,26.979
1379564559,2645509855,"LINESTRING (-75.5856716 6.1644296, -75.5853032 6.164289)",4.2,12.672
1379564559,1379564579,"LINESTRING (-75.5856716 6.1644296, -75.5859388 6.1646073, -75.5859935 6.1646337, -75.5860022 6.1646361, -75.5860114 6.164635, -75.5860233 6.1646313, -75.5860334 6.1646238, -75.5864285 6.1642176)",6.36,30.967
1379564561,1379566810,"LINESTRING (-75.5855255 6.161867, -75.5850698 6.1613542)",6.7,13.395
1379564561,1379564607,"LINESTRING (-75.5855255 6.161867, -75.5851446 6.1621758)",4.4,14.276
1379564561,3924033151,"LINESTRING (-75.5855255 6.161867, -75.585619 6.1614202)",5.3,11.354
1379564561,3354180700,"LINESTRING (-75.5855255 6.161867, -75.5855737 6.1619952, -75.5857417 6.1624076)",6.5,12.156
1379564563,9372256800,"LINESTRING (-75.5845428 6.1636249, -75.584819 6.1633956)",8.3,5.76
1379564563,2645509855,"LINESTRING (-75.5845428 6.1636249, -75.5847774 6.1639249, -75.5849813 6.1641236, -75.5851771 6.1642396, -75.5853032 6.164289)",6.9,19.699
1379564563,1379564608,"LINESTRING (-75.5845428 6.1636249, -75.5842475 6.1632533, -75.5839372 6.1628836, -75.5837783 6.1627389, -75.5837287 6.1626983)",6.1,26.341
1379564564,1379564600,"LINESTRING (-75.5824807 6.1697939, -75.5826783 6.1700064)",7.5,5.227
1379564565,1379564597,"LINESTRING (-75.5830705 6.1696723, -75.5825843 6.1691716)",3.6,26.121
1379564565,1379564537,"LINESTRING (-75.5830705 6.1696723, -75.5834927 6.1690608)",2.8,36.603
1379564579,1419127541,"LINESTRING (-75.5864285 6.1642176, -75.5862799 6.1638235)",9.7,5.801
1379564579,1379566809,"LINESTRING (-75.5864285 6.1642176, -75.5866206 6.1645077, -75.5866656 6.1645578, -75.5868723 6.1647878, -75.5869198 6.1648407, -75.5872254 6.1651809)",7.9,24.21
1379564581,1378816119,"LINESTRING (-75.5829948 6.1703497, -75.5832322 6.1702428, -75.5832914 6.170197, -75.5833769 6.170099, -75.583487 6.169947, -75.5838218 6.1694679, -75.5838501 6.1694029, -75.5838647 6.1693415)",3.3,55.86
1379564581,569680240,"LINESTRING (-75.5829948 6.1703497, -75.583041 6.1704211, -75.5830787 6.1704995, -75.5832112 6.1708392)",5.8,12.6
1379564582,1657069508,"LINESTRING (-75.5806384 6.1682785, -75.5807109 6.1682687, -75.5807388 6.1682649, -75.580866 6.1682146, -75.5813584 6.1679123)",4.4,26.806
1379564582,3572367366,"LINESTRING (-75.5806384 6.1682785, -75.5806434 6.1682318, -75.5806706 6.1679867, -75.5807065 6.167815, -75.5807567 6.1676454, -75.5810617 6.1668286)",7.8,27.618
1379564595,1379564607,"LINESTRING (-75.5847238 6.1616548, -75.5851446 6.1621758)",1.9,44.717
1379564595,1379566810,"LINESTRING (-75.5847238 6.1616548, -75.5850698 6.1613542)",3.3,17.978
1379564595,3354180702,"LINESTRING (-75.5847238 6.1616548, -75.5845428 6.1618009)",3.3,9.165
1379564596,1863096061,"LINESTRING (-75.5843027 6.1603929, -75.5845179 6.1606894)",4.7,9.985
1379564596,3924033125,"LINESTRING (-75.5843027 6.1603929, -75.5844167 6.1603036)",4.4,4.14
1379564596,1863096058,"LINESTRING (-75.5843027 6.1603929, -75.5835477 6.1610302)",5.3,23.968
1379564596,3924033119,"LINESTRING (-75.5843027 6.1603929, -75.5840814 6.1601142)",5.0,9.2
1379564597,1378851447,"LINESTRING (-75.5825843 6.1691716, -75.5821037 6.1694011)",3.9,18.585
1379564600,1825621044,"LINESTRING (-75.5826783 6.1700064, -75.5828261 6.1701646)",7.2,4.071
1379564600,1379564565,"LINESTRING (-75.5826783 6.1700064, -75.582899 6.1698389, -75.5829897 6.1697627, -75.5830705 6.1696723)",3.6,19.336
1379564607,1379564595,"LINESTRING (-75.5851446 6.1621758, -75.5847238 6.1616548)",2.5,34.78
1379564607,1379564561,"LINESTRING (-75.5851446 6.1621758, -75.5855255 6.161867)",4.4,14.276
1379564607,1419127566,"LINESTRING (-75.5851446 6.1621758, -75.5847386 6.1625609)",3.3,21.855
1379564608,3354180701,"LINESTRING (-75.5837287 6.1626983, -75.5839285 6.1624503)",3.3,12.338
1379564608,1379564563,"LINESTRING (-75.5837287 6.1626983, -75.5837783 6.1627389, -75.5839372 6.1628836, -75.5842475 6.1632533, -75.5845428 6.1636249)",6.1,26.341
1379564608,2645505829,"LINESTRING (-75.5837287 6.1626983, -75.5834846 6.1625129, -75.583431 6.1624263, -75.5834162 6.1623076, -75.5834202 6.1620329, -75.5834419 6.16164)",5.8,26.79
1379566800,1419123419,"LINESTRING (-75.5917544 6.1612035, -75.591466 6.1610801)",3.6,11.388
1379566800,1419123415,"LINESTRING (-75.5917544 6.1612035, -75.5921089 6.161381)",5.6,9.306
1379566800,3580856842,"LINESTRING (-75.5917544 6.1612035, -75.5917335 6.161251, -75.5915381 6.1616953, -75.5915272 6.16172, -75.5914823 6.1618282)",4.7,18.911
1379566809,9396438979,"LINESTRING (-75.5872254 6.1651809, -75.587225 6.1641876)",5.8,22.834
1379566809,5460377313,"LINESTRING (-75.5872254 6.1651809, -75.5873204 6.165276)",4.7,3.812
1379566809,1379564579,"LINESTRING (-75.5872254 6.1651809, -75.5869198 6.1648407, -75.5868723 6.1647878, -75.5866656 6.1645578, -75.5866206 6.1645077, -75.5864285 6.1642176)",8.36,22.824
1379566810,1379564561,"LINESTRING (-75.5850698 6.1613542, -75.5855255 6.161867)",6.7,13.395
1379566810,3354180704,"LINESTRING (-75.5850698 6.1613542, -75.5847725 6.160998)",7.2,8.46
1379566810,1379564595,"LINESTRING (-75.5850698 6.1613542, -75.5847238 6.1616548)",3.3,17.978
1379566812,3354180702,"LINESTRING (-75.5842584 6.1620729, -75.5845428 6.1618009)",3.3,15.51
1379566812,3354180701,"LINESTRING (-75.5842584 6.1620729, -75.5839285 6.1624503)",8.3,7.896
1379566812,1419127566,"LINESTRING (-75.5842584 6.1620729, -75.5847386 6.1625609)",5.3,16.92
1379566812,1863096036,"LINESTRING (-75.5842584 6.1620729, -75.583996 6.1618393)",5.0,9.165
1379566814,3669222782,"LINESTRING (-75.5872339 6.1632206, -75.5872209 6.1632937)",8.3,1.152
1379567823,5053980690,"LINESTRING (-75.5922318 6.1595471, -75.5918218 6.1588033)",5.0,21.62
1379567823,1379567824,"LINESTRING (-75.5922318 6.1595471, -75.5924448 6.1594503)",5.0,5.98
1379567823,1419123416,"LINESTRING (-75.5922318 6.1595471, -75.5922206 6.1595962, -75.592219 6.1596422, -75.5925346 6.1603741)",6.400000000000001,17.82
1379567824,4072396888,"LINESTRING (-75.5924448 6.1594503, -75.5926503 6.1598233)",3.9,13.899
1379567824,5053980691,"LINESTRING (-75.5924448 6.1594503, -75.5922305 6.1590707)",5.8,9.463
1379567824,1379567831,"LINESTRING (-75.5924448 6.1594503, -75.5930547 6.1591086)",6.9,12.751
1379567824,1379567823,"LINESTRING (-75.5924448 6.1594503, -75.5922318 6.1595471)",4.7,6.332
1379567825,5053980692,"LINESTRING (-75.5926392 6.1583414, -75.5928498 6.1587279)",6.4,8.82
1379567825,1378864842,"LINESTRING (-75.5926392 6.1583414, -75.5922096 6.1575643)",6.7,16.706
1379567825,5053980693,"LINESTRING (-75.5926392 6.1583414, -75.5923111 6.1585325)",4.7,10.228
1379567826,5053980691,"LINESTRING (-75.5920152 6.1586959, -75.5922305 6.1590707)",3.3,16.56
1379567826,1378864853,"LINESTRING (-75.5920152 6.1586959, -75.5915735 6.1579147)",6.1,18.818
1379567826,5053980690,"LINESTRING (-75.5920152 6.1586959, -75.5918218 6.1588033)",4.2,6.624
1379567831,4072396887,"LINESTRING (-75.5930547 6.1591086, -75.5932505 6.159514)",4.7,12.176
1379567831,5053980692,"LINESTRING (-75.5930547 6.1591086, -75.5928498 6.1587279)",7.8,7.097
1379567831,3657304425,"LINESTRING (-75.5930547 6.1591086, -75.5934014 6.158921)",5.3,9.587
1379569805,2548589725,"LINESTRING (-75.603769 6.1622205, -75.6038354 6.162236, -75.6039035 6.162239)",2.8,6.912
1379579709,1822477197,"LINESTRING (-75.5915894 6.1655028, -75.5925972 6.1661433, -75.5926258 6.1661663, -75.5926282 6.1661854, -75.5926128 6.1662103, -75.5924967 6.1663938, -75.5924505 6.1664467)",4.7,51.878
1379579709,1193708012,"LINESTRING (-75.5915894 6.1655028, -75.5916613 6.1654536, -75.5918245 6.1653421, -75.5920036 6.1651658, -75.5921394 6.164941)",9.4,11.544
1379579718,3657303820,"LINESTRING (-75.5940584 6.1575528, -75.59375 6.1577446)",3.1,14.727
1379579718,3657303817,"LINESTRING (-75.5940584 6.1575528, -75.5944163 6.1573591)",3.6,14.019
1379579718,9360069064,"LINESTRING (-75.5940584 6.1575528, -75.5939398 6.1573337)",4.2,7.56
1379579718,1379579779,"LINESTRING (-75.5940584 6.1575528, -75.5944767 6.1583146)",3.1,35.714
1379579742,4070467347,"LINESTRING (-75.5942689 6.1646845, -75.5947287 6.1644073)",5.3,13.926
1379579742,1822477193,"LINESTRING (-75.5942689 6.1646845, -75.5944348 6.1650398, -75.5944718 6.1650865)",2.2,30.114
1379579778,3657303817,"LINESTRING (-75.5948318 6.15812, -75.5944163 6.1573591)",1.9,55.543
1379579778,1379579779,"LINESTRING (-75.5948318 6.15812, -75.5944767 6.1583146)",1.9,26.614
1379579778,5053980696,"LINESTRING (-75.5948318 6.15812, -75.5949511 6.1580888, -75.5950114 6.1580768, -75.5950704 6.1580968, -75.5951469 6.1581248, -75.5952777 6.1581896)",8.3,10.926
1379579779,3657303824,"LINESTRING (-75.5944767 6.1583146, -75.5941642 6.1584854)",5.3,8.498
1379579779,1379579778,"LINESTRING (-75.5944767 6.1583146, -75.5948318 6.15812)",1.9,26.614
1379579779,1379579718,"LINESTRING (-75.5944767 6.1583146, -75.5940584 6.1575528)",4.4,24.553
1379579779,1193707964,"LINESTRING (-75.5944767 6.1583146, -75.5947135 6.1587166)",6.1,9.785
1417715913,340688653,"LINESTRING (-75.5907692 6.1691138, -75.5907445 6.1691527, -75.5906933 6.1692336, -75.5905885 6.1694052)",8.3,5.586
1417715914,340688653,"LINESTRING (-75.5900349 6.1702728, -75.5905885 6.1694052)",5.8,23.94
1417715914,330762724,"LINESTRING (-75.5900349 6.1702728, -75.5904146 6.1705058)",6.1,9.822
1419123415,1379566800,"LINESTRING (-75.5921089 6.161381, -75.5917544 6.1612035)",5.6,9.306
1419123415,1419123422,"LINESTRING (-75.5921089 6.161381, -75.5924408 6.1615124)",3.9,12.086
1419123415,1419123416,"LINESTRING (-75.5921089 6.161381, -75.5923261 6.1608665, -75.5925346 6.1603741)",4.4,32.989
1419123416,1419123415,"LINESTRING (-75.5925346 6.1603741, -75.5923261 6.1608665, -75.5921089 6.161381)",5.3,27.938
1419123416,1419123419,"LINESTRING (-75.5925346 6.1603741, -75.5922713 6.160172, -75.5920798 6.1599902, -75.5920319 6.1599827, -75.5919912 6.1600129, -75.5917216 6.1605655, -75.591466 6.1610801)",4.95,57.633
1419123416,1379567823,"LINESTRING (-75.5925346 6.1603741, -75.592219 6.1596422, -75.5922206 6.1595962, -75.5922318 6.1595471)",6.900000000000001,16.394
1419123417,1419123427,"LINESTRING (-75.5924998 6.1613454, -75.5927683 6.1614263)",3.6,10.087
1419123417,1419123422,"LINESTRING (-75.5924998 6.1613454, -75.5924408 6.1615124)",4.2,5.64
1419123417,1419123418,"LINESTRING (-75.5924998 6.1613454, -75.5928802 6.160419, -75.5929012 6.1603822, -75.5929233 6.1603636, -75.5929669 6.1603622, -75.5931967 6.1604953)",3.75,54.531
1419123418,1419123427,"LINESTRING (-75.5931967 6.1604953, -75.5927683 6.1614263)",3.9,34.444
1419123418,4072396989,"LINESTRING (-75.5931967 6.1604953, -75.593113 6.1600961)",5.0,10.575
1419123418,1419123421,"LINESTRING (-75.5931967 6.1604953, -75.593445 6.160809, -75.5936896 6.1611648)",5.6,19.458
1419123418,1419123417,"LINESTRING (-75.5931967 6.1604953, -75.5929669 6.1603622, -75.5929233 6.1603636, -75.5929012 6.1603822, -75.5928802 6.160419, -75.5924998 6.1613454)",3.75,51.531
1419123419,1379566800,"LINESTRING (-75.591466 6.1610801, -75.5917544 6.1612035)",4.7,8.709
1419123419,1419123416,"LINESTRING (-75.591466 6.1610801, -75.5917216 6.1605655, -75.5919912 6.1600129, -75.5920319 6.1599827, -75.5920798 6.1599902, -75.5922713 6.160172, -75.5925346 6.1603741)",4.7,61.253
1419123419,1419123426,"LINESTRING (-75.591466 6.1610801, -75.591131 6.1613312, -75.591051 6.1613911)",4.2,16.356
1419123421,3657304446,"LINESTRING (-75.5936896 6.1611648, -75.593892 6.1614582)",5.3,8.905
1419123421,1419123425,"LINESTRING (-75.5936896 6.1611648, -75.5933333 6.1616261, -75.5931854 6.1619577)",4.7,26.126
1419123421,1419123418,"LINESTRING (-75.5936896 6.1611648, -75.593445 6.160809, -75.5931967 6.1604953)",5.6,19.458
1419123422,1419123415,"LINESTRING (-75.5924408 6.1615124, -75.5921089 6.161381)",3.9,12.086
1419123422,1419123417,"LINESTRING (-75.5924408 6.1615124, -75.5924998 6.1613454)",4.2,5.64
1419123424,1419123427,"LINESTRING (-75.5930208 6.1615668, -75.5927683 6.1614263)",3.1,12.305
1419123424,3580856869,"LINESTRING (-75.5930208 6.1615668, -75.5928981 6.1618245)",4.7,7.962
1419123424,3580856865,"LINESTRING (-75.5930208 6.1615668, -75.5930401 6.161516, -75.5931173 6.1614058, -75.5931967 6.1612947, -75.5933317 6.1611438)",2.2,31.196
1419123425,3580856869,"LINESTRING (-75.5931854 6.1619577, -75.5928981 6.1618245)",5.3,7.792
1419123425,1419123421,"LINESTRING (-75.5931854 6.1619577, -75.5933333 6.1616261, -75.5936896 6.1611648)",4.7,26.126
1419123426,1419123419,"LINESTRING (-75.591051 6.1613911, -75.591131 6.1613312, -75.591466 6.1610801)",4.2,16.356
1419123426,3580856829,"LINESTRING (-75.591051 6.1613911, -75.5910204 6.1613602, -75.5909972 6.1613182, -75.5909882 6.1612827, -75.5909819 6.1611132, -75.5909787 6.1610716, -75.5909685 6.1610292, -75.590939 6.1609545, -75.5908411 6.1608292)",6.025,20.153
1419123426,3580856838,"LINESTRING (-75.591051 6.1613911, -75.591139 6.1614534, -75.5912141 6.1615189, -75.5912436 6.1615569, -75.5912885 6.1616136)",6.9,6.091
1419123427,1419123418,"LINESTRING (-75.5927683 6.1614263, -75.5931967 6.1604953)",3.9,34.444
1419123427,1419123417,"LINESTRING (-75.5927683 6.1614263, -75.5924998 6.1613454)",3.6,10.087
1419123427,1419123424,"LINESTRING (-75.5927683 6.1614263, -75.5930208 6.1615668)",3.1,12.305
1419125240,1822092119,"LINESTRING (-75.5924325 6.1704656, -75.5928688 6.170026)",5.6,15.215
1419125240,3729682988,"LINESTRING (-75.5924325 6.1704656, -75.5924176 6.1704493, -75.592129 6.1701396)",6.1,9.822
1419125242,1419125246,"LINESTRING (-75.5915266 6.1697018, -75.5910406 6.1695683)",8.1,8.516
1419125242,3505595311,"LINESTRING (-75.5915266 6.1697018, -75.5918397 6.1692283)",2.8,27.783
1419125242,3505588372,"LINESTRING (-75.5915266 6.1697018, -75.5910893 6.1703978)",3.3,33.443
1419125243,340689030,"LINESTRING (-75.5918378 6.1710863, -75.5922305 6.1713204)",3.9,16.065
1419125243,1419125240,"LINESTRING (-75.5918378 6.1710863, -75.5924325 6.1704656)",4.2,27.93
1419125243,340688833,"LINESTRING (-75.5918378 6.1710863, -75.5918176 6.1710743, -75.5915108 6.1708314, -75.5914986 6.1708118, -75.5915033 6.1707945, -75.5915682 6.1707268)",3.6,27.693
1419125244,1419127562,"LINESTRING (-75.5886926 6.167425, -75.5882356 6.1671153, -75.5881941 6.1670866)",4.6,17.709
1419125244,2622589536,"LINESTRING (-75.5886926 6.167425, -75.5889246 6.1670941, -75.589192 6.1667467)",6.4,18.023
1419125246,340688653,"LINESTRING (-75.5910406 6.1695683, -75.5905885 6.1694052)",8.3,7.791
1419125246,330762724,"LINESTRING (-75.5910406 6.1695683, -75.5905778 6.1702618, -75.5904146 6.1705058)",4.3,34.98
1419125255,1419125272,"LINESTRING (-75.5903076 6.1689748, -75.5901313 6.1692552)",2.2,20.396
1419125257,1419125246,"LINESTRING (-75.5915111 6.1688632, -75.5910406 6.1695683)",5.3,21.818
1419125257,340689574,"LINESTRING (-75.5915111 6.1688632, -75.591456 6.1688333, -75.5911647 6.1687206)",5.6,10.261
1419125268,1419125244,"LINESTRING (-75.5882146 6.168242, -75.5886926 6.167425)",6.9,18.522
1419125268,1192169160,"LINESTRING (-75.5882146 6.168242, -75.5874796 6.1677825)",7.2,16.283
1419125271,1419125273,"LINESTRING (-75.5896425 6.170032, -75.5896114 6.1700816, -75.5893815 6.170447, -75.5893231 6.1705397, -75.5892795 6.170553, -75.5891749 6.1705663, -75.5889566 6.1705659)",3.9,39.02
1419125271,1417715914,"LINESTRING (-75.5896425 6.170032, -75.5896802 6.1700551, -75.5900349 6.1702728)",6.4,11.279
1419125272,1419125255,"LINESTRING (-75.5901313 6.1692552, -75.5903076 6.1689748)",3.3,13.598
1419125272,1658574444,"LINESTRING (-75.5901313 6.1692552, -75.5898726 6.1696663)",2.2,29.768
1419125272,5919405607,"LINESTRING (-75.5901313 6.1692552, -75.5897212 6.1691024, -75.5896676 6.1690859)",4.2,17.376
1419125273,5919405592,"LINESTRING (-75.5889566 6.1705659, -75.5888014 6.1704904, -75.5887569 6.1704688)",5.0,6.88
1419125274,3505595310,"LINESTRING (-75.5917953 6.1698511, -75.5921258 6.1694987)",4.4,14.884
1419125274,1419125242,"LINESTRING (-75.5917953 6.1698511, -75.5916116 6.1697402, -75.5915266 6.1697018)",5.6,7.497
1419125274,340688833,"LINESTRING (-75.5917953 6.1698511, -75.5912428 6.1704352, -75.5912372 6.1704407, -75.5912359 6.1704519, -75.5912422 6.170461, -75.5912516 6.1704696, -75.5915682 6.1707268)",3.3,61.083
1419127541,1379564559,"LINESTRING (-75.5862799 6.1638235, -75.5856716 6.1644296)",6.1,18.655
1419127541,1379564579,"LINESTRING (-75.5862799 6.1638235, -75.5864285 6.1642176)",10.3,5.488
1419127541,3354180699,"LINESTRING (-75.5862799 6.1638235, -75.5861313 6.1633239)",8.6,8.083
1419127545,3505595314,"LINESTRING (-75.5936548 6.1683317, -75.5937873 6.1679683)",8.3,6.321
1419127545,5459991639,"LINESTRING (-75.5936548 6.1683317, -75.5934919 6.1687435)",4.4,13.506
1419127551,1419127561,"LINESTRING (-75.5890422 6.166272, -75.5888061 6.1659807)",4.2,12.348
1419127551,1419127558,"LINESTRING (-75.5890422 6.166272, -75.5895168 6.1658881)",5.8,14.28
1419127551,1419127573,"LINESTRING (-75.5890422 6.166272, -75.5885705 6.166661)",4.7,17.64
1419127552,1822477194,"LINESTRING (-75.5958194 6.1663353, -75.5953392 6.1661899)",8.3,8.232
1419127552,1419131061,"LINESTRING (-75.5958194 6.1663353, -75.5965277 6.1656085)",5.0,27.685
1419127552,1822477198,"LINESTRING (-75.5958194 6.1663353, -75.5960172 6.1664116, -75.5961705 6.1664572, -75.5963596 6.1665134)",5.0,15.435
1419127553,330762677,"LINESTRING (-75.5883803 6.1692564, -75.5889885 6.1696359, -75.5890696 6.1696865, -75.5891287 6.1697234)",4.7,26.922
1419127555,1419127553,"LINESTRING (-75.5887704 6.1686126, -75.5883803 6.1692564)",1.7,61.74
1419127555,1419125268,"LINESTRING (-75.5887704 6.1686126, -75.5882146 6.168242)",5.0,18.13
1419127558,1378864859,"LINESTRING (-75.5895168 6.1658881, -75.5898018 6.1662416)",4.4,13.781
1419127558,1419127551,"LINESTRING (-75.5895168 6.1658881, -75.5890422 6.166272)",5.8,14.28
1419127561,1378864802,"LINESTRING (-75.5888061 6.1659807, -75.5884313 6.1655439)",3.1,25.135
1419127561,1419127565,"LINESTRING (-75.5888061 6.1659807, -75.5882887 6.1663463)",6.1,14.032
1419127562,1419127573,"LINESTRING (-75.5881941 6.1670866, -75.5883689 6.166869, -75.5885705 6.166661)",4.7,16.343
1419127562,1419125244,"LINESTRING (-75.5881941 6.1670866, -75.5882356 6.1671153, -75.5886926 6.167425)",4.9,16.215
1419127563,3580856870,"LINESTRING (-75.5895814 6.1611686, -75.5894686 6.1607169, -75.5894573 6.1606712, -75.5894499 6.1606102, -75.5894619 6.1605476, -75.5897607 6.1599799)",2.8,60.066
1419127565,1419127573,"LINESTRING (-75.5882887 6.1663463, -75.5885705 6.166661)",4.2,13.818
1419127565,1821048431,"LINESTRING (-75.5882887 6.1663463, -75.5881858 6.1664607, -75.5881423 6.166533, -75.5881061 6.1666038, -75.5880421 6.1667653, -75.587995 6.1669388)",5.8,15.75
1419127566,1379564607,"LINESTRING (-75.5847386 6.1625609, -75.5851446 6.1621758)",5.8,12.489
1419127566,1379566812,"LINESTRING (-75.5847386 6.1625609, -75.5842584 6.1620729)",4.7,18.911
1419127566,9372256807,"LINESTRING (-75.5847386 6.1625609, -75.5851007 6.1628849, -75.5854252 6.1626769)",6.4,27.84
1419127568,3580856808,"LINESTRING (-75.5899678 6.1596064, -75.5899023 6.1597355)",3.3,5.52
1419127573,1419127551,"LINESTRING (-75.5885705 6.166661, -75.5890422 6.166272)",4.7,17.64
1419127573,1419127565,"LINESTRING (-75.5885705 6.166661, -75.5882887 6.1663463)",4.4,12.954
1419127573,1419127562,"LINESTRING (-75.5885705 6.166661, -75.5883689 6.166869, -75.5881941 6.1670866)",5.0,15.435
1419127575,1419127558,"LINESTRING (-75.5893237 6.1656375, -75.5895168 6.1658881)",4.4,9.647
1419127575,1419127561,"LINESTRING (-75.5893237 6.1656375, -75.5888061 6.1659807)",6.4,13.23
1419127576,5497180613,"LINESTRING (-75.5944615 6.168693, -75.5941447 6.1685525)",5.3,8.82
1419127576,2074050098,"LINESTRING (-75.5944615 6.168693, -75.594679 6.1681547, -75.5947136 6.168069)",9.45,11.716
1419131058,1822477199,"LINESTRING (-75.5964282 6.1676117, -75.5959921 6.167476)",5.6,11.246
