u,v,u_coords,v_coords,distance_m
3746160934,3746161055,"(-75.4903942, 6.1582233)","(-75.4923445, 6.165941)",306.6121647868219
3746160934,3746184894,"(-75.4903942, 6.1582233)","(-75.4858802, 6.1605353)",508.00313945480247
3746160981,419002989,"(-75.5085368, 6.1608336)","(-75.5086486, 6.160968)",13.03236312157038
3746160981,9400447226,"(-75.5085368, 6.1608336)","(-75.5084703, 6.1607301)",7.966494256051154
3746160981,6134834293,"(-75.5085368, 6.1608336)","(-75.5064087, 6.1617382)",238.88692122644701
3746161055,1841320737,"(-75.4923445, 6.165941)","(-75.5020927, 6.1590907)",1104.8601652922025
3746161055,3746161062,"(-75.4923445, 6.165941)","(-75.4920204, 6.1666373)",41.08777372319184
3746161055,3746160934,"(-75.4923445, 6.165941)","(-75.4903942, 6.1582233)",306.6121647868219
3746161062,3746161055,"(-75.4920204, 6.1666373)","(-75.4923445, 6.165941)",41.08777372319184
3746161062,10923301816,"(-75.4920204, 6.1666373)","(-75.4909965, 6.1676149)",117.51769465665424
3746161062,3746185947,"(-75.4920204, 6.1666373)","(-75.4855682, 6.1612657)",735.7312189212397
3746184442,3746184894,"(-75.4762405, 6.1579675)","(-75.4858802, 6.1605353)",1078.4114124679836
3746184894,3746160934,"(-75.4858802, 6.1605353)","(-75.4903942, 6.1582233)",508.00313945480247
3746184894,3746184442,"(-75.4858802, 6.1605353)","(-75.4762405, 6.1579675)",1078.4114124679836
3746184894,3746185947,"(-75.4858802, 6.1605353)","(-75.4855682, 6.1612657)",40.38242899931974
3746185947,419001180,"(-75.4855682, 6.1612657)","(-75.4853216, 6.1676903)",181.9031453275397
3746185947,3746161062,"(-75.4855682, 6.1612657)","(-75.4920204, 6.1666373)",735.7312189212397
3746185947,3746184894,"(-75.4855682, 6.1612657)","(-75.4858802, 6.1605353)",40.38242899931974
3783455943,6131159287,"(-75.5876843, 6.1223846)","(-75.5840271, 6.1357911)",552.7561935866506
3783455943,2431157299,"(-75.5876843, 6.1223846)","(-75.5861716, 6.1113744)",349.5311831668976
3783455943,8499883295,"(-75.5876843, 6.1223846)","(-75.5886117, 6.1228521)",104.33243487679215
3783468969,1378835110,"(-75.5844953, 6.138477)","(-75.583738, 6.138761)",84.90081196399308
3783468969,6131159287,"(-75.5844953, 6.138477)","(-75.5840271, 6.1357911)",91.14329152978094
3783468969,8304896997,"(-75.5844953, 6.138477)","(-75.585562, 6.1379034)",120.13236032702166
3832108459,1193707923,"(-75.5969073, 6.1616082)","(-75.5964902, 6.1603085)",58.915890100999135
3832108459,4404725408,"(-75.5969073, 6.1616082)","(-75.5967931, 6.1616823)",12.912582890916257
3832108460,3832108459,"(-75.5969156, 6.1617413)","(-75.5969073, 6.1616082)",3.811463444007032
3832108460,6819502085,"(-75.5969156, 6.1617413)","(-75.5971171, 6.1619154)",23.006276258408473
3887482962,1819429754,"(-75.6012483, 6.1645006)","(-75.6025502, 6.1631837)",149.8536227837524
3887482962,3887482965,"(-75.6012483, 6.1645006)","(-75.6018512, 6.1658095)",76.48589698487673
3887482964,3887482965,"(-75.6008192, 6.1669151)","(-75.6018512, 6.1658095)",119.21712965462075
3887482964,1815599605,"(-75.6008192, 6.1669151)","(-75.6022473, 6.1678496)",161.5088128502296
3887482964,1194445335,"(-75.6008192, 6.1669151)","(-75.5996303, 6.1661371)",134.45725275418334
3887482965,3887482964,"(-75.6018512, 6.1658095)","(-75.6008192, 6.1669151)",119.21712965462075
3887482965,3887482962,"(-75.6018512, 6.1658095)","(-75.6012483, 6.1645006)",76.48589698487673
3887482965,8392497850,"(-75.6018512, 6.1658095)","(-75.6029593, 6.1645751)",128.35190457507383
3887482977,1379569805,"(-75.6035171, 6.1618482)","(-75.603769, 6.1622205)",29.957931679127242
3887482977,9400396846,"(-75.6035171, 6.1618482)","(-75.6033168, 6.1621855)",24.24046657359058
3914597045,330762728,"(-75.5937948, 6.1718136)","(-75.5932129, 6.1724161)",67.07643025467459
3914597045,567916243,"(-75.5937948, 6.1718136)","(-75.5938163, 6.1718602)",2.726872544189955
3914597050,330634174,"(-75.5912957, 6.1729885)","(-75.5915318, 6.1731291)",26.64246937883523
3914597050,3270683209,"(-75.5912957, 6.1729885)","(-75.591064, 6.1733426)",27.671843313171337
3914597053,1819429765,"(-75.5876, 6.1732715)","(-75.5875017, 6.1732166)",11.078241592236198
3914597053,1819429770,"(-75.5876, 6.1732715)","(-75.587363, 6.1736694)",28.6736342766647
3914597055,567759008,"(-75.5929002, 6.1735745)","(-75.5928915, 6.1734963)",2.3799206147965037
3914597784,340690781,"(-75.5882798, 6.1746228)","(-75.5881766, 6.1747927)",12.449891445568799
3914597790,1430586133,"(-75.5911713, 6.1748949)","(-75.5909631, 6.1740436)",33.1619672433332
3914597902,569685702,"(-75.5876871, 6.1777024)","(-75.5873667, 6.1774616)",36.385233054945225
3914597902,1430593908,"(-75.5876871, 6.1777024)","(-75.5878758, 6.1773941)",22.739779321351833
3914597902,1430593917,"(-75.5876871, 6.1777024)","(-75.5888814, 6.1785366)",135.31376888700757
3914597910,6811489244,"(-75.591466, 6.1789376)","(-75.5883008, 6.183738)",377.65957038731744
3924029118,3924029119,"(-75.584353, 6.152245)","(-75.5839062, 6.1523052)",49.90169112969925
3924029118,5054023547,"(-75.584353, 6.152245)","(-75.5845059, 6.1527427)",21.971349853825743
3924029118,9699675415,"(-75.584353, 6.152245)","(-75.5846755, 6.1500272)",71.39602623811632
3924029119,3924029118,"(-75.5839062, 6.1523052)","(-75.584353, 6.152245)",49.90169112969925
3924029119,5053979735,"(-75.5839062, 6.1523052)","(-75.5828825, 6.1529261)",115.56609687258258
3924029119,3924029130,"(-75.5839062, 6.1523052)","(-75.5840114, 6.153019)",23.05886207371635
3924029127,1863103879,"(-75.5832594, 6.1529155)","(-75.5838889, 6.1530454)",70.36007421784824
3924029130,1863103880,"(-75.5840114, 6.153019)","(-75.5845319, 6.1529768)",58.11215309350171
3924029137,3924032891,"(-75.5806654, 6.1534569)","(-75.5809273, 6.1561213)",79.64962596553356
3924029137,9687584687,"(-75.5806654, 6.1534569)","(-75.5818843, 6.1530172)",136.60675381853147
3924029142,1863103881,"(-75.5831431, 6.1541962)","(-75.5836416, 6.1543207)",55.75213380742796
3924029146,3924029148,"(-75.5842737, 6.1546469)","(-75.5846328, 6.1548562)",40.504314582625376
3924029146,1863104031,"(-75.5842737, 6.1546469)","(-75.5840278, 6.1550177)",29.320325771170342
3924029148,3924029146,"(-75.5846328, 6.1548562)","(-75.5842737, 6.1546469)",40.504314582625376
3924032867,3924032902,"(-75.5825716, 6.1559865)","(-75.5821301, 6.15653)",51.54690648200167
3924032867,1863096045,"(-75.5825716, 6.1559865)","(-75.5828143, 6.1566537)",32.83389154713147
3924032867,5053979735,"(-75.5825716, 6.1559865)","(-75.5828825, 6.1529261)",91.89605413080358
3924032868,3924032901,"(-75.5819439, 6.1559637)","(-75.5817394, 6.1565278)",27.69659247649991
3924032872,9371889527,"(-75.5831657, 6.1560536)","(-75.5831044, 6.1561088)",7.0125560219518
3924032872,1863096004,"(-75.5831657, 6.1560536)","(-75.5830791, 6.1564144)",13.931007761861277
3924032873,3924032883,"(-75.5850493, 6.1560287)","(-75.5847206, 6.1560977)",36.74092883372345
3924032878,3580856799,"(-75.5842847, 6.1560874)","(-75.5862451, 6.1539219)",226.95710779759102
3924032878,3924032889,"(-75.5842847, 6.1560874)","(-75.5836882, 6.1561613)",66.61542441667136
3924032878,3924032887,"(-75.5842847, 6.1560874)","(-75.5845423, 6.1561139)",28.763787541512887
3924032883,3924032887,"(-75.5847206, 6.1560977)","(-75.5845423, 6.1561139)",19.907660610909854
3924032883,3924032873,"(-75.5847206, 6.1560977)","(-75.5850493, 6.1560287)",36.74092883372345
3924032883,3924032903,"(-75.5847206, 6.1560977)","(-75.5848399, 6.1565906)",19.10755986930298
3924032887,3924032883,"(-75.5845423, 6.1561139)","(-75.5847206, 6.1560977)",19.907660610909854
3924032887,9252880576,"(-75.5845423, 6.1561139)","(-75.5844077, 6.1564381)",17.520622716329026
3924032887,3924032878,"(-75.5845423, 6.1561139)","(-75.5842847, 6.1560874)",28.763787541512887
3924032889,1863096004,"(-75.5836882, 6.1561613)","(-75.5830791, 6.1564144)",68.35337554919816
3924032889,1863100091,"(-75.5836882, 6.1561613)","(-75.5833348, 6.1575752)",55.69030905465207
3924032889,3924032878,"(-75.5836882, 6.1561613)","(-75.5842847, 6.1560874)",66.61542441667136
3924032891,9372168667,"(-75.5809273, 6.1561213)","(-75.5816902, 6.1555808)",86.47405757870969
3924032891,3924032915,"(-75.5809273, 6.1561213)","(-75.5806401, 6.1565823)",34.526465148062655
3924032901,3924032902,"(-75.5817394, 6.1565278)","(-75.5821301, 6.15653)",43.61154393832762
3924032901,3924032868,"(-75.5817394, 6.1565278)","(-75.5819439, 6.1559637)",27.69659247649991
3924032901,1863096048,"(-75.5817394, 6.1565278)","(-75.5818659, 6.1570504)",20.261895960577426
3924032902,3924032901,"(-75.5821301, 6.15653)","(-75.5817394, 6.1565278)",43.61154393832762
3924032902,3924032867,"(-75.5821301, 6.15653)","(-75.5825716, 6.1559865)",51.54690648200167
3924032902,3924032911,"(-75.5821301, 6.15653)","(-75.582217, 6.1568795)",13.730590244844077
3924032903,3924032913,"(-75.5848399, 6.1565906)","(-75.5848277, 6.1566896)",3.0706899511129078
3924032903,9252880576,"(-75.5848399, 6.1565906)","(-75.5844077, 6.1564381)",48.429831446226196
3924032903,3924032883,"(-75.5848399, 6.1565906)","(-75.5847206, 6.1560977)",19.10755986930298
3924032911,3924032918,"(-75.582217, 6.1568795)","(-75.5820859, 6.1569247)",14.687776663730757
3924032911,3924032902,"(-75.582217, 6.1568795)","(-75.5821301, 6.15653)",13.730590244844077
3924032911,1863096045,"(-75.582217, 6.1568795)","(-75.5828143, 6.1566537)",66.96796535191507
3924032913,3924032903,"(-75.5848277, 6.1566896)","(-75.5848399, 6.1565906)",3.0706899511129078
3924032915,9252880581,"(-75.5806401, 6.1565823)","(-75.5807796, 6.1578045)",37.38403852572599
3924032915,9511962663,"(-75.5806401, 6.1565823)","(-75.5796824, 6.1545297)",121.18691945883803
3924032915,3924032891,"(-75.5806401, 6.1565823)","(-75.5809273, 6.1561213)",34.526465148062655
3924032917,9252880576,"(-75.5846643, 6.1568559)","(-75.5844077, 6.1564381)",30.90818241631107
3924032918,3924032911,"(-75.5820859, 6.1569247)","(-75.582217, 6.1568795)",14.687776663730757
3924032918,1863096048,"(-75.5820859, 6.1569247)","(-75.5818659, 6.1570504)",24.804759730528986
3924032918,9396438967,"(-75.5820859, 6.1569247)","(-75.5822441, 6.1573768)",21.67622548707753
3924032929,3924032937,"(-75.5838217, 6.1574794)","(-75.5841554, 6.1577149)",37.81997156625853
3924032936,3924032939,"(-75.5852337, 6.1576687)","(-75.5854073, 6.1577732)",19.594472827369014
3924032937,9372168674,"(-75.5841554, 6.1577149)","(-75.5843698, 6.1574968)",24.68835416211746
3924032937,3924032929,"(-75.5841554, 6.1577149)","(-75.5838217, 6.1574794)",37.81997156625853
3924032937,3924032947,"(-75.5841554, 6.1577149)","(-75.5850563, 6.1579487)",100.77192764543992
3924032939,3924032950,"(-75.5854073, 6.1577732)","(-75.585288, 6.158045)",15.310960745945167
3924032939,3924032949,"(-75.5854073, 6.1577732)","(-75.5856025, 6.1579715)",22.475511801102186
3924032939,3924032936,"(-75.5854073, 6.1577732)","(-75.5852337, 6.1576687)",19.594472827369014
3924032947,3924032950,"(-75.5850563, 6.1579487)","(-75.585288, 6.158045)",26.001471847581772
3924032947,1863100025,"(-75.5850563, 6.1579487)","(-75.5849741, 6.1582627)",12.66438906081251
3924032947,3924032937,"(-75.5850563, 6.1579487)","(-75.5841554, 6.1577149)",100.77192764543992
3924032949,1863100071,"(-75.5856025, 6.1579715)","(-75.5858641, 6.1595589)",52.9139225507647
3924032949,3924032939,"(-75.5856025, 6.1579715)","(-75.5854073, 6.1577732)",22.475511801102186
3924032949,3924032950,"(-75.5856025, 6.1579715)","(-75.585288, 6.158045)",35.16517089970472
3924032950,3924032947,"(-75.585288, 6.158045)","(-75.5850563, 6.1579487)",26.001471847581772
3924032950,3924032955,"(-75.585288, 6.158045)","(-75.5852048, 6.1583267)",12.148076976017876
3924032950,3924032949,"(-75.585288, 6.158045)","(-75.5856025, 6.1579715)",35.16517089970472
3924032950,3924032939,"(-75.585288, 6.158045)","(-75.5854073, 6.1577732)",15.310960745945167
3924032952,1863100064,"(-75.584341, 6.1581037)","(-75.5843325, 6.1581946)",2.699349481647131
3924032955,3924032950,"(-75.5852048, 6.1583267)","(-75.585288, 6.158045)",12.148076976017876
3924032955,1863100025,"(-75.5852048, 6.1583267)","(-75.5849741, 6.1582627)",25.81305394650024
3924032955,1863100116,"(-75.5852048, 6.1583267)","(-75.5856854, 6.158621)",54.26675456490961
3924033094,5534114283,"(-75.5818352, 6.1597139)","(-75.5818508, 6.1597319)",1.8118354642503567
3924033094,5054023411,"(-75.5818352, 6.1597139)","(-75.5816454, 6.1578514)",55.95436379828846
3924033094,5054023406,"(-75.5818352, 6.1597139)","(-75.5821891, 6.1591455)",42.5479595150795
3924033097,5053980543,"(-75.5864475, 6.1597639)","(-75.5879076, 6.1613216)",168.63532053053078
3924033097,3924033126,"(-75.5864475, 6.1597639)","(-75.5855633, 6.1602989)",99.8121385654412
3924033097,3924033109,"(-75.5864475, 6.1597639)","(-75.5871221, 6.1599)",75.39655796073764
3924033104,5054023399,"(-75.5838226, 6.1598582)","(-75.5827678, 6.1605556)",119.32690341575791
3924033104,3924033119,"(-75.5838226, 6.1598582)","(-75.5840814, 6.1601142)",29.752120917283374
3924033109,3924033097,"(-75.5871221, 6.1599)","(-75.5864475, 6.1597639)",75.39655796073764
3924033115,3924033125,"(-75.5849258, 6.1600667)","(-75.5844167, 6.1603036)",57.20815056367028
3924033115,1863100116,"(-75.5849258, 6.1600667)","(-75.5856854, 6.158621)",93.83202571844137
3924033116,1863096025,"(-75.5820691, 6.1600711)","(-75.5819526, 6.1598342)",14.577337762958887
3924033119,5460377309,"(-75.5840814, 6.1601142)","(-75.5835853, 6.1606617)",57.43058197035197
3924033119,1379564596,"(-75.5840814, 6.1601142)","(-75.5843027, 6.1603929)",25.889052139534254
3924033125,3924033115,"(-75.5844167, 6.1603036)","(-75.5849258, 6.1600667)",57.20815056367028
3924033125,3924033119,"(-75.5844167, 6.1603036)","(-75.5840814, 6.1601142)",37.79611618601955
3924033126,3924033147,"(-75.5855633, 6.1602989)","(-75.5864287, 6.1611732)",99.6098388864233
3924033126,3924033131,"(-75.5855633, 6.1602989)","(-75.5853742, 6.1604676)",21.6227901421792
3924033126,3924033097,"(-75.5855633, 6.1602989)","(-75.5864475, 6.1597639)",99.8121385654412
3924033129,3924033136,"(-75.5825975, 6.1603936)","(-75.58238, 6.1607272)",25.989767957891996
3924033129,1863096025,"(-75.5825975, 6.1603936)","(-75.5819526, 6.1598342)",73.64753004179329
3924033129,5054023399,"(-75.5825975, 6.1603936)","(-75.5827678, 6.1605556)",19.535917897523813
3924033131,1863096070,"(-75.5853742, 6.1604676)","(-75.5851655, 6.16027)",23.93480806839765
3924033131,3924033126,"(-75.5853742, 6.1604676)","(-75.5855633, 6.1602989)",21.6227901421792
3924033131,3924033151,"(-75.5853742, 6.1604676)","(-75.585619, 6.1614202)",38.05173192006755
3924033134,3924033138,"(-75.5832425, 6.1605303)","(-75.5829998, 6.1607869)",28.014795414403807
3924033135,3924033138,"(-75.5832546, 6.1610309)","(-75.5829998, 6.1607869)",29.239672992569528
3924033135,5460377301,"(-75.5832546, 6.1610309)","(-75.5834165, 6.1608543)",18.727053196424478
3924033135,2645505850,"(-75.5832546, 6.1610309)","(-75.58338, 6.1611669)",14.499367689940163
3924033136,3924033116,"(-75.58238, 6.1607272)","(-75.5820691, 6.1600711)",39.2066454991114
3924033136,3924033148,"(-75.58238, 6.1607272)","(-75.5817309, 6.1611486)",73.39645264592232
3924033138,5054023399,"(-75.5829998, 6.1607869)","(-75.5827678, 6.1605556)",26.68333671792345
3924033138,3924033135,"(-75.5829998, 6.1607869)","(-75.5832546, 6.1610309)",29.239672992569528
3924033138,3924033134,"(-75.5829998, 6.1607869)","(-75.5832425, 6.1605303)",28.014795414403807
3924033146,3924033157,"(-75.5811256, 6.1608409)","(-75.5811909, 6.1617049)",25.106568916226507
3924033147,3924033126,"(-75.5864287, 6.1611732)","(-75.5855633, 6.1602989)",99.6098388864233
3924033148,1863096078,"(-75.5817309, 6.1611486)","(-75.5819472, 6.1615988)",27.196484890442182
3924033148,1863096014,"(-75.5817309, 6.1611486)","(-75.581507, 6.1606479)",28.608856379246436
3924033149,3354180703,"(-75.5841354, 6.1612897)","(-75.5842456, 6.1614245)",12.859173730792296
3924033151,1379564561,"(-75.585619, 6.1614202)","(-75.5855255, 6.161867)",16.223270342440593
3924033151,3924033160,"(-75.585619, 6.1614202)","(-75.5867857, 6.1617022)",130.4674848102397
3924033151,3924033131,"(-75.585619, 6.1614202)","(-75.5853742, 6.1604676)",38.05173192006755
3924033156,3924033160,"(-75.5864696, 6.1616237)","(-75.5867857, 6.1617022)",35.35176951759128
3924033157,2626010633,"(-75.5811909, 6.1617049)","(-75.5810847, 6.1622532)",19.31284647954604
3924033157,9768173157,"(-75.5811909, 6.1617049)","(-75.5809501, 6.1617177)",26.881416338646677
3924033157,3924033146,"(-75.5811909, 6.1617049)","(-75.5811256, 6.1608409)",25.106568916226507
3924033160,3924033156,"(-75.5867857, 6.1617022)","(-75.5864696, 6.1616237)",35.35176951759128
3924033160,3924033151,"(-75.5867857, 6.1617022)","(-75.585619, 6.1614202)",130.4674848102397
3924033160,9865705554,"(-75.5867857, 6.1617022)","(-75.5865998, 6.1616378)",20.827980814073594
3924033168,1863096078,"(-75.58169, 6.1619893)","(-75.5819472, 6.1615988)",30.694386406360312
3924033184,5534114270,"(-75.5820322, 6.1622049)","(-75.5815774, 6.1629263)",54.585828341019806
3924033208,9392646639,"(-75.5718328, 6.162993)","(-75.571794, 6.1630249)",4.421025820093956
3924033208,1839422372,"(-75.5718328, 6.162993)","(-75.5733346, 6.1624347)",168.35496060059333
3924033214,9392646639,"(-75.5718227, 6.1630387)","(-75.571794, 6.1630249)",3.2265358477563937
3924033214,3924033208,"(-75.5718227, 6.1630387)","(-75.5718328, 6.162993)",1.699397821202963
3924033252,1863096075,"(-75.5817068, 6.1635746)","(-75.5819286, 6.1632253)",26.595147807661945
3924033260,9397383699,"(-75.5812657, 6.1638962)","(-75.58125, 6.1638226)",2.6943866023434695
3924033260,3924033264,"(-75.5812657, 6.1638962)","(-75.5812743, 6.1639569)",1.9417603425498122
3924033260,5534334366,"(-75.5812657, 6.1638962)","(-75.5808532, 6.1638868)",46.04564295717252
3924033261,9389580588,"(-75.5814915, 6.1639297)","(-75.5813737, 6.1639103)",13.160368493730182
3924033261,3924033252,"(-75.5814915, 6.1639297)","(-75.5817068, 6.1635746)",25.98197454982375
3924033262,1863096039,"(-75.5837424, 6.1638474)","(-75.5835445, 6.1640424)",22.745934267780537
3924033262,1378816133,"(-75.5837424, 6.1638474)","(-75.5842111, 6.1641476)",52.97970094799851
3924033262,7406413564,"(-75.5837424, 6.1638474)","(-75.5842757, 6.1641881)",60.27795423617682
3924033264,3924033260,"(-75.5812743, 6.1639569)","(-75.5812657, 6.1638962)",1.9417603425498122
3924033264,9389580597,"(-75.5812743, 6.1639569)","(-75.5814417, 6.1640522)",18.872827535874553
3924033279,3924033214,"(-75.573743, 6.164169)","(-75.5718227, 6.1630387)",216.64604898977257
3924033279,9372002558,"(-75.573743, 6.164169)","(-75.574445, 6.1632239)",82.65354234658294
3924033297,3924033321,"(-75.5845403, 6.1643539)","(-75.5843209, 6.1646904)",26.216227830464018
3924033310,3499701228,"(-75.592114, 6.1646283)","(-75.5918993, 6.1642554)",26.10970536552049
3924033321,1863096015,"(-75.5843209, 6.1646904)","(-75.5839962, 6.1644803)",36.7119705966815
3924033321,5534334370,"(-75.5843209, 6.1646904)","(-75.5838647, 6.1653875)",54.48612666181483
3924033324,1378816129,"(-75.5813698, 6.164712)","(-75.5815747, 6.1649009)",23.467154515479525
3924033324,5534301836,"(-75.5813698, 6.164712)","(-75.5816037, 6.164855)",26.40990904887616
3924033339,1378864850,"(-75.5901506, 6.1650371)","(-75.5899517, 6.1651882)",22.595631298997567
3924033339,9371865614,"(-75.5901506, 6.1650371)","(-75.5903383, 6.165281)",22.020898746263455
3924033362,9372774856,"(-75.5789579, 6.1652812)","(-75.5787441, 6.1656278)",25.738414203835152
3924033362,7330265569,"(-75.5789579, 6.1652812)","(-75.5797938, 6.1655361)",93.57538588315775
3924033371,1378816146,"(-75.5838305, 6.1654424)","(-75.5835083, 6.1652377)",36.41275542061737
3924033388,330631201,"(-75.5819935, 6.166174)","(-75.5816135, 6.1659054)",43.06962473588213
3924033396,1657068234,"(-75.5787122, 6.1676064)","(-75.5799018, 6.168044)",133.34440262697024
3924033433,1379564564,"(-75.5813845, 6.1705524)","(-75.5824807, 6.1697939)",124.1665208896425
3924033433,5534298717,"(-75.5813845, 6.1705524)","(-75.5813238, 6.1705963)",6.884662173931849
3924033446,3924033451,"(-75.5763225, 6.1706849)","(-75.5767067, 6.1708104)",43.02776716276406
3924033446,1657068248,"(-75.5763225, 6.1706849)","(-75.5757888, 6.1705415)",59.70709823409831
3924033446,1657068224,"(-75.5763225, 6.1706849)","(-75.5776279, 6.1698839)",147.40736389940747
3924033451,3924033446,"(-75.5767067, 6.1708104)","(-75.5763225, 6.1706849)",43.02776716276406
3924033451,1657068266,"(-75.5767067, 6.1708104)","(-75.5778138, 6.171164)",123.96964409108062
3924033451,9005128271,"(-75.5767067, 6.1708104)","(-75.5764262, 6.1714778)",36.400213011212024
3924033452,9397375445,"(-75.5848369, 6.1708592)","(-75.5846714, 6.1707284)",18.82824633833411
3924033452,9397375449,"(-75.5848369, 6.1708592)","(-75.5846799, 6.1708831)",17.537564507697645
3924033495,9395605412,"(-75.575622, 6.1725246)","(-75.575375, 6.172661)",27.83097719401557
3924033495,9277378462,"(-75.575622, 6.1725246)","(-75.5761612, 6.1722727)",60.59414576977127
3924033533,1657068230,"(-75.5778016, 6.1738152)","(-75.5777754, 6.1731197)",19.563966310818678
3924033550,9005216311,"(-75.5754118, 6.1743159)","(-75.577706, 6.1749092)",256.6188871192351
3924033550,7227190579,"(-75.5754118, 6.1743159)","(-75.5768626, 6.1750974)",163.3965534689151
3924033550,1841397147,"(-75.5754118, 6.1743159)","(-75.5750079, 6.1741424)",45.34251780509462
3924033552,1657068217,"(-75.5775554, 6.1744205)","(-75.5774191, 6.1730595)",40.79768901367032
3924033552,9005216311,"(-75.5775554, 6.1744205)","(-75.577706, 6.1749092)",21.618309036472727
3924033569,9378376229,"(-75.5802874, 6.1759607)","(-75.5801708, 6.175921)",13.062096476848078
3924033569,2946094166,"(-75.5802874, 6.1759607)","(-75.5800592, 6.1763708)",27.90901443734114
3937655690,5301609083,"(-75.4841348, 6.1963763)","(-75.485987, 6.1936245)",220.62778207557383
3937657014,9857352343,"(-75.5110151, 6.1825417)","(-75.5123138, 6.1865535)",183.2409564627249
3937657014,1679943097,"(-75.5110151, 6.1825417)","(-75.5048023, 6.1724735)",748.3947440142274
3937657014,3937714623,"(-75.5110151, 6.1825417)","(-75.5201356, 6.1932523)",1061.1038661132131
3937657071,9446606980,"(-75.5163236, 6.1953142)","(-75.5162999, 6.195372)",3.0991185635877314
3937657071,6134203487,"(-75.5163236, 6.1953142)","(-75.5173112, 6.1947045)",111.54659929780568
3937657071,3937718730,"(-75.5163236, 6.1953142)","(-75.5147347, 6.1947706)",178.00709391616908
3937714623,9903584321,"(-75.5201356, 6.1932523)","(-75.5176914, 6.1944818)",274.9816937770394
3937714623,3937657014,"(-75.5201356, 6.1932523)","(-75.5110151, 6.1825417)",1061.1038661132131
3937718659,5324852092,"(-75.5047146, 6.1874615)","(-75.5046827, 6.1875047)",3.759947534407997
3937718659,8456905798,"(-75.5047146, 6.1874615)","(-75.5049147, 6.1833582)",116.84582396102391
3937718659,3937718663,"(-75.5047146, 6.1874615)","(-75.507408, 6.187615)",300.67677336653526
3937718663,8456917030,"(-75.507408, 6.187615)","(-75.5083995, 6.1872132)",111.24262956558596
3937718663,3937718659,"(-75.507408, 6.187615)","(-75.5047146, 6.1874615)",300.67677336653526
3937718663,9857370607,"(-75.507408, 6.187615)","(-75.5080019, 6.1852141)",94.32085946170247
3937718663,10866675333,"(-75.507408, 6.187615)","(-75.5089091, 6.188794)",170.7661751164116
3937718730,3937657071,"(-75.5147347, 6.1947706)","(-75.5163236, 6.1953142)",178.00709391616908
3937718730,9857352343,"(-75.5147347, 6.1947706)","(-75.5123138, 6.1865535)",354.559832703407
3937718761,1841320741,"(-75.4950213, 6.1819042)","(-75.4953904, 6.177368)",133.3952361420266
3937718761,3937718776,"(-75.4950213, 6.1819042)","(-75.4991377, 6.1874697)",485.13055727693256
3937718761,9911316801,"(-75.4950213, 6.1819042)","(-75.4950509, 6.1879101)",168.01388375968114
3937718776,3937718761,"(-75.4991377, 6.1874697)","(-75.4950213, 6.1819042)",485.13055727693256
3937718776,5324852137,"(-75.4991377, 6.1874697)","(-75.5003858, 6.1847688)",158.4684570310707
3937718897,6090769432,"(-75.5259605, 6.1746666)","(-75.5263217, 6.173714)",48.29577864941214
3937718897,3937718912,"(-75.5259605, 6.1746666)","(-75.5258459, 6.1748362)",13.639824210048353
3937718897,4276514950,"(-75.5259605, 6.1746666)","(-75.530125, 6.1761519)",466.7004356745503
3937718902,5862444411,"(-75.5346425, 6.1611131)","(-75.5314967, 6.1656402)",373.16699196581277
3937718902,2351692192,"(-75.5346425, 6.1611131)","(-75.5359967, 6.1586096)",166.51104296865122
3937718902,5862444466,"(-75.5346425, 6.1611131)","(-75.5349168, 6.1615912)",33.39671449420154
3937718912,5324852917,"(-75.5258459, 6.1748362)","(-75.5239859, 6.1764256)",212.3067850185981
3937718912,3937718897,"(-75.5258459, 6.1748362)","(-75.5259605, 6.1746666)",13.639824210048353
3937718912,4276512982,"(-75.5258459, 6.1748362)","(-75.5257152, 6.1751136)",16.5164354188816
3937718930,8572194152,"(-75.517446, 6.1822502)","(-75.5191411, 6.1810315)",192.24913765115616
3937718930,8121186662,"(-75.517446, 6.1822502)","(-75.5218649, 6.1853768)",500.9193784320384
3937718930,9857806875,"(-75.517446, 6.1822502)","(-75.5168358, 6.1828755)",70.31563625489191
4005366494,9378069666,"(-75.5633036, 6.1754319)","(-75.5616208, 6.1748078)",188.64256614603954
4042668015,3692459844,"(-75.5749964, 6.1426753)","(-75.5751125, 6.1425819)",13.21743336136469
4042668016,8304896895,"(-75.5753153, 6.1426002)","(-75.5754058, 6.1424051)",11.46756124525836
4042668016,4042668032,"(-75.5753153, 6.1426002)","(-75.5762734, 6.1453273)",131.11964806163252
4042668016,8496129198,"(-75.5753153, 6.1426002)","(-75.5752409, 6.1425489)",8.42654003361255
4042668026,4042668076,"(-75.5764598, 6.1471857)","(-75.5764235, 6.1474134)",7.518882717729847
4042668026,4042668036,"(-75.5764598, 6.1471857)","(-75.5762545, 6.1453836)",55.11711755887485
4042668026,9880728589,"(-75.5764598, 6.1471857)","(-75.5771947, 6.1466826)",83.21747797475602
4042668032,4042668036,"(-75.5762734, 6.1453273)","(-75.5762545, 6.1453836)",2.6274162759068065
4042668032,4042668016,"(-75.5762734, 6.1453273)","(-75.5753153, 6.1426002)",131.11964806163252
4042668032,9873598442,"(-75.5762734, 6.1453273)","(-75.577565, 6.1433629)",154.18006301800855
4042668036,4042668032,"(-75.5762545, 6.1453836)","(-75.5762734, 6.1453273)",2.6274162759068065
