u,v,u_coords,v_coords,distance_m
1673517682,3270683199,"(-75.5843533, 6.178264)","(-75.5847598, 6.1777379)",47.674119225464565
1673517689,327431066,"(-75.5817684, 6.1814797)","(-75.581745, 6.1814103)",3.2475194240480905
1673517689,3573194328,"(-75.5817684, 6.1814797)","(-75.5819608, 6.1814608)",21.482888365011934
1679943061,9910957173,"(-75.4854921, 6.1809219)","(-75.4832695, 6.1828817)",254.0852330730979
1679943061,1901442252,"(-75.4854921, 6.1809219)","(-75.4904871, 6.1813542)",557.6886788457356
1679943097,6134834293,"(-75.5048023, 6.1724735)","(-75.5064087, 6.1617382)",349.54280357964956
1679943097,1679943136,"(-75.5048023, 6.1724735)","(-75.502642, 6.172488)",241.14008299807068
1679943097,3937657014,"(-75.5048023, 6.1724735)","(-75.5110151, 6.1825417)",748.3947440142274
1679943136,1841320513,"(-75.502642, 6.172488)","(-75.5003252, 6.170739)",263.1908316165488
1679943136,1841320758,"(-75.502642, 6.172488)","(-75.502913, 6.181121)",243.22218307566973
1679943136,1679943097,"(-75.502642, 6.172488)","(-75.5048023, 6.1724735)",241.14008299807068
1685211022,9360426670,"(-75.597947, 6.1653259)","(-75.597913, 6.1653719)",4.004513596115173
1685211022,5524117839,"(-75.597947, 6.1653259)","(-75.5977057, 6.1651601)",27.32575739663217
1685211022,3693162938,"(-75.597947, 6.1653259)","(-75.5985407, 6.1647811)",67.97681744283157
1685220067,1685226689,"(-75.5974819, 6.1665223)","(-75.5968539, 6.16594)",71.94175727915525
1685220067,1419131058,"(-75.5974819, 6.1665223)","(-75.5964282, 6.1676117)",121.4486420564877
1685220067,9360426678,"(-75.5974819, 6.1665223)","(-75.5978244, 6.166159)",39.54058219688591
1685220067,8557800455,"(-75.5974819, 6.1665223)","(-75.5975796, 6.1667907)",13.210306548581054
1685220071,2074050094,"(-75.5971595, 6.1684964)","(-75.5963479, 6.1693253)",93.47428607961456
1685226672,4072515354,"(-75.5966989, 6.1645815)","(-75.597106, 6.1648431)",46.01950890636146
1685226672,4072515355,"(-75.5966989, 6.1645815)","(-75.5964226, 6.1649803)",32.77089621777512
1685226689,1419131061,"(-75.5968539, 6.16594)","(-75.5965277, 6.1656085)",37.55810800864953
1685226689,1685220067,"(-75.5968539, 6.16594)","(-75.5974819, 6.1665223)",71.94175727915525
1685226689,1822477198,"(-75.5968539, 6.16594)","(-75.5963596, 6.1665134)",57.428781567474594
1685226689,5524117838,"(-75.5968539, 6.16594)","(-75.5974542, 6.1652314)",69.83891663923491
1686193531,1686193532,"(-75.5979066, 6.1646292)","(-75.5976382, 6.164978)",31.487407123052904
1686193532,1686193531,"(-75.5976382, 6.164978)","(-75.5979066, 6.1646292)",31.487407123052904
1686193532,5919289460,"(-75.5976382, 6.164978)","(-75.5975159, 6.16496)",13.660786820624255
1686193553,5524117838,"(-75.5973995, 6.1650917)","(-75.5974542, 6.1652314)",7.234523800152206
1815599605,3887482964,"(-75.6022473, 6.1678496)","(-75.6008192, 6.1669151)",161.5088128502296
1815599605,2074049255,"(-75.6022473, 6.1678496)","(-75.6005681, 6.1709971)",206.8154422022302
1815599605,11014556157,"(-75.6022473, 6.1678496)","(-75.6023228, 6.1672603)",18.405894581886013
1815599613,567063993,"(-75.5960403, 6.17447)","(-75.5943443, 6.174673)",189.39851278394917
1815599613,11935926221,"(-75.5960403, 6.17447)","(-75.5954787, 6.1747925)",63.32504355971999
1818499381,1818499383,"(-75.6006053, 6.1557176)","(-75.6008275, 6.1557798)",24.862967255557006
1818499381,5916297274,"(-75.6006053, 6.1557176)","(-75.5994743, 6.1544161)",131.3191015456058
1818499383,1818499381,"(-75.6008275, 6.1557798)","(-75.6006053, 6.1557176)",24.862967255557006
1818499383,1818499445,"(-75.6008275, 6.1557798)","(-75.5997476, 6.158904)",148.51998633471527
1818499383,5497313217,"(-75.6008275, 6.1557798)","(-75.6012933, 6.1558542)",52.035580434760156
1818499445,5497256265,"(-75.5997476, 6.158904)","(-75.5999112, 6.1592122)",20.168064180839
1818499445,1818499383,"(-75.5997476, 6.158904)","(-75.6008275, 6.1557798)",148.51998633471527
1818499445,5497256264,"(-75.5997476, 6.158904)","(-75.6003892, 6.1583048)",73.52588696162648
1818499459,9378722358,"(-75.6003569, 6.159811)","(-75.6006762, 6.1595822)",36.20352880718436
1818499459,1818499463,"(-75.6003569, 6.159811)","(-75.6006289, 6.1607941)",40.83122654658602
1818499459,5497256265,"(-75.6003569, 6.159811)","(-75.5999112, 6.1592122)",52.456526221436775
1818499463,1818499459,"(-75.6006289, 6.1607941)","(-75.6003569, 6.159811)",40.83122654658602
1818499463,3501089921,"(-75.6006289, 6.1607941)","(-75.598963, 6.1611934)",186.2850783748764
1819429713,5916327336,"(-75.602962, 6.1556839)","(-75.6015571, 6.154824)",158.6281352661578
1819429753,330762636,"(-75.6024594, 6.1630993)","(-75.6010226, 6.1620846)",162.83788295013443
1819429753,330762602,"(-75.6024594, 6.1630993)","(-75.60185, 6.1637179)",70.15896477727564
1819429754,4404289837,"(-75.6025502, 6.1631837)","(-75.6034197, 6.1622909)",100.17293640431863
1819429754,1819429756,"(-75.6025502, 6.1631837)","(-75.603164, 6.1636433)",69.69323049460745
1819429756,1819429754,"(-75.603164, 6.1636433)","(-75.6025502, 6.1631837)",69.69323049460745
1819429758,1419125240,"(-75.5927746, 6.1707839)","(-75.5924325, 6.1704656)",39.19738113720281
1819429758,340689030,"(-75.5927746, 6.1707839)","(-75.5922305, 6.1713204)",62.537331890933686
1819429759,1819429758,"(-75.5930575, 6.171055)","(-75.5927746, 6.1707839)",32.464395620593926
1819429759,340689098,"(-75.5930575, 6.171055)","(-75.5926154, 6.1715497)",51.22749288556297
1819429760,1819429759,"(-75.5933842, 6.1713669)","(-75.5930575, 6.171055)",37.48310703425597
1819429760,3505595298,"(-75.5933842, 6.1713669)","(-75.5939925, 6.1707508)",70.02528733660752
1819429763,4060096154,"(-75.5923202, 6.1725306)","(-75.5921015, 6.1723781)",24.777217367795235
1819429763,5497056847,"(-75.5923202, 6.1725306)","(-75.5926885, 6.1720675)",43.07782938359799
1819429765,5919405588,"(-75.5875017, 6.1732166)","(-75.5871381, 6.1729921)",41.06340066961388
1819429768,3914597053,"(-75.5878603, 6.1734297)","(-75.5876, 6.1732715)",29.38657378466571
1819429769,1819429768,"(-75.5882537, 6.1736653)","(-75.5878603, 6.1734297)",44.39845801360286
1819429769,1673477086,"(-75.5882537, 6.1736653)","(-75.5885477, 6.1731233)",36.10968517565243
1819429769,1819429774,"(-75.5882537, 6.1736653)","(-75.5880287, 6.174062)",27.42903516649853
1819429770,1819429774,"(-75.587363, 6.1736694)","(-75.5880287, 6.174062)",75.10509244734742
1819429770,3914597053,"(-75.587363, 6.1736694)","(-75.5876, 6.1732715)",28.6736342766647
1819429770,340690751,"(-75.587363, 6.1736694)","(-75.5871357, 6.1740557)",27.55062999920356
1819429774,330648889,"(-75.5880287, 6.174062)","(-75.5884574, 6.1743363)",48.45672729709845
1819429775,1847533108,"(-75.5865327, 6.1750225)","(-75.5869332, 6.1751862)",44.93640906930098
1819429775,1847533114,"(-75.5865327, 6.1750225)","(-75.586313, 6.175601)",29.325781441413834
1821048423,1193707835,"(-75.5945535, 6.1610878)","(-75.5949383, 6.161268)",43.24371891514258
1821048423,5053980685,"(-75.5945535, 6.1610878)","(-75.5940372, 6.1611775)",57.685392021928685
1821048424,1193707903,"(-75.5956997, 6.161633)","(-75.5958905, 6.1612226)",24.157282687773424
1821048424,5919289450,"(-75.5956997, 6.161633)","(-75.5953007, 6.163644)",71.44626949127982
1821048431,1192169160,"(-75.587995, 6.1669388)","(-75.5874796, 6.1677825)",62.12676053792262
1821048431,1419127562,"(-75.587995, 6.1669388)","(-75.5881941, 6.1670866)",22.600816736746733
1822092118,340692128,"(-75.5939182, 6.16893)","(-75.5943024, 6.1691319)",43.25126770953882
1822092119,1822092118,"(-75.5928688, 6.170026)","(-75.5939182, 6.16893)",121.03165806396136
1822092119,340688874,"(-75.5928688, 6.170026)","(-75.5925171, 6.1697565)",39.96596022381802
1822477193,3501089964,"(-75.5944718, 6.1650865)","(-75.5945408, 6.1651777)",8.108107974446602
1822477193,2622589538,"(-75.5944718, 6.1650865)","(-75.5925077, 6.1665282)",222.8700226876145
1822477194,1419127552,"(-75.5953392, 6.1661899)","(-75.5958194, 6.1663353)",53.753882584134146
1822477194,4060096148,"(-75.5953392, 6.1661899)","(-75.5955828, 6.1659063)",28.309969129467884
1822477194,1192169168,"(-75.5953392, 6.1661899)","(-75.5953037, 6.1662877)",4.804603722275856
1822477195,1193707971,"(-75.5920813, 6.1662044)","(-75.591597, 6.1658932)",54.74678267885022
1822477197,1822477195,"(-75.5924505, 6.1664467)","(-75.5920813, 6.1662044)",41.757931080629724
1822477198,9360527059,"(-75.5963596, 6.1665134)","(-75.5961014, 6.1672111)",34.73176717164724
1822477198,1685226689,"(-75.5963596, 6.1665134)","(-75.5968539, 6.16594)",57.428781567474594
1822477198,1419127552,"(-75.5963596, 6.1665134)","(-75.5958194, 6.1663353)",60.50198290749474
1822477199,1419131060,"(-75.5959921, 6.167476)","(-75.5950315, 6.1671789)",107.54331881982863
1822477199,1419131058,"(-75.5959921, 6.167476)","(-75.5964282, 6.1676117)",48.8250220074648
1822477199,9360527059,"(-75.5959921, 6.167476)","(-75.5961014, 6.1672111)",14.24787206399534
1822477199,9360426698,"(-75.5959921, 6.167476)","(-75.5958697, 6.1676983)",14.99353534323636
1822477201,5524117654,"(-75.595776, 6.1699087)","(-75.5959198, 6.169908)",16.051563526871053
1822477201,3634690451,"(-75.595776, 6.1699087)","(-75.5956401, 6.1700454)",15.637809591822586
1822477203,340688661,"(-75.5944778, 6.17161)","(-75.5970447, 6.1737451)",292.60243237955206
1822477203,3505588351,"(-75.5944778, 6.17161)","(-75.5945039, 6.1713083)",8.873654789793923
1825621030,3669222782,"(-75.5872247, 6.1635271)","(-75.5872209, 6.1632937)",6.5013184714625805
1825621030,9396438979,"(-75.5872247, 6.1635271)","(-75.587225, 6.1641876)",18.35894643509174
1825621030,5533905400,"(-75.5872247, 6.1635271)","(-75.5871485, 6.1635063)",8.525379516209428
1825621031,1378869626,"(-75.5884033, 6.1643401)","(-75.5889155, 6.1639099)",58.41066671341203
1825621031,1378864800,"(-75.5884033, 6.1643401)","(-75.5884586, 6.16328)",30.103256042791553
1825621034,1378864837,"(-75.5886342, 6.1647992)","(-75.5889518, 6.1651762)",36.967749252339864
1825621034,1825621036,"(-75.5886342, 6.1647992)","(-75.5881441, 6.1652021)",55.84124386727549
1825621036,1378864805,"(-75.5881441, 6.1652021)","(-75.5878207, 6.1648301)",37.550724165661286
1825621036,1825621038,"(-75.5881441, 6.1652021)","(-75.5876634, 6.165642)",55.03307234268843
1825621038,9865704509,"(-75.5876634, 6.165642)","(-75.587755, 6.1657428)",10.60166439873727
1825621038,5460377313,"(-75.5876634, 6.165642)","(-75.5873204, 6.165276)",39.61549754564993
1825621040,340689574,"(-75.5912575, 6.1682342)","(-75.5911647, 6.1687206)",17.029004339993826
1825621040,340692501,"(-75.5912575, 6.1682342)","(-75.5930125, 6.1686073)",196.1744287997998
1825621044,1379564581,"(-75.5828261, 6.1701646)","(-75.5829948, 6.1703497)",19.52156415850305
1825621044,5534301821,"(-75.5828261, 6.1701646)","(-75.5814123, 6.1705753)",158.22665428426214
1825621046,340690368,"(-75.5889472, 6.1724429)","(-75.5894394, 6.1727497)",55.59906303087811
1825621048,1819429769,"(-75.5887083, 6.1739519)","(-75.5882537, 6.1736653)",51.36568532837613
1825621048,4072515363,"(-75.5887083, 6.1739519)","(-75.5892295, 6.1730909)",62.90735245515218
1838317725,5475987393,"(-75.5621404, 6.1732678)","(-75.5621521, 6.1731841)",2.6714404837541386
1838317725,2620511476,"(-75.5621404, 6.1732678)","(-75.5595177, 6.172596)",293.3528098169045
1838317725,1838317747,"(-75.5621404, 6.1732678)","(-75.5612208, 6.1744484)",107.7843026091417
1838317730,2620512657,"(-75.5649858, 6.1712304)","(-75.5644072, 6.1709147)",65.1807578735415
1838317730,9393141242,"(-75.5649858, 6.1712304)","(-75.5654385, 6.1714535)",50.91232140340719
1838317730,1838317758,"(-75.5649858, 6.1712304)","(-75.5634311, 6.173031)",180.63602288607382
1838317747,1838317725,"(-75.5612208, 6.1744484)","(-75.5621404, 6.1732678)",107.7843026091417
1838317747,9378069666,"(-75.5612208, 6.1744484)","(-75.5616208, 6.1748078)",45.75723048380337
1838317747,2620472078,"(-75.5612208, 6.1744484)","(-75.5610562, 6.1751535)",26.88947432755179
1838317758,3093311838,"(-75.5634311, 6.173031)","(-75.5636483, 6.1739383)",35.01202621671032
1838317758,5475987393,"(-75.5634311, 6.173031)","(-75.5621521, 6.1731841)",142.83049583671965
1838317758,1838317730,"(-75.5634311, 6.173031)","(-75.5649858, 6.1712304)",180.63602288607382
1838321779,340682850,"(-75.5673427, 6.1761999)","(-75.5676763, 6.176694)",39.695958596416986
1838321779,3576506837,"(-75.5673427, 6.1761999)","(-75.5674805, 6.1765779)",18.63562612896717
1838321779,1838321850,"(-75.5673427, 6.1761999)","(-75.5664743, 6.1731404)",129.02729273963809
1838321801,9375483781,"(-75.5684293, 6.1696217)","(-75.5684828, 6.1699512)",10.943370531400578
1838321801,5412575749,"(-75.5684293, 6.1696217)","(-75.5688394, 6.1700894)",47.591543799227594
1838321801,5412575605,"(-75.5684293, 6.1696217)","(-75.568597, 6.1685757)",34.61016723318687
1838321812,340682850,"(-75.5674901, 6.1771157)","(-75.5676763, 6.176694)",23.869365645171467
1838321812,3576506837,"(-75.5674901, 6.1771157)","(-75.5674805, 6.1765779)",15.006748925886885
1838321814,5412575749,"(-75.569136, 6.1711451)","(-75.5688394, 6.1700894)",44.26399863005135
1838321814,8499958187,"(-75.569136, 6.1711451)","(-75.5695009, 6.1714143)",41.41478549493079
1838321814,1838321828,"(-75.569136, 6.1711451)","(-75.5685335, 6.1715018)",67.98208963487866
1838321822,1838321843,"(-75.5694567, 6.1667797)","(-75.5696645, 6.1660264)",31.26491058762546
1838321828,9375195948,"(-75.5685335, 6.1715018)","(-75.56817, 6.1715316)",40.583756362438855
1838321828,1838321814,"(-75.5685335, 6.1715018)","(-75.569136, 6.1711451)",67.98208963487866
1838321843,9387474909,"(-75.5696645, 6.1660264)","(-75.5696129, 6.166019)",5.763473142985189
1838321843,1838321851,"(-75.5696645, 6.1660264)","(-75.5696639, 6.1659069)",3.326193933013602
1838321850,2620513304,"(-75.5664743, 6.1731404)","(-75.5658605, 6.1723517)",71.94601904883233
1838321850,1838321779,"(-75.5664743, 6.1731404)","(-75.5673427, 6.1761999)",129.02729273963809
1838321850,6132646663,"(-75.5664743, 6.1731404)","(-75.5676134, 6.172856)",127.39691533892176
1838321851,9387474909,"(-75.5696639, 6.1659069)","(-75.5696129, 6.166019)",6.491536477831932
1838321851,1838321866,"(-75.5696639, 6.1659069)","(-75.5699209, 6.1625038)",98.95237418584915
1838321866,1838321851,"(-75.5699209, 6.1625038)","(-75.5696639, 6.1659069)",98.95237418584915
1838321866,9389361467,"(-75.5699209, 6.1625038)","(-75.5700969, 6.1624104)",19.816992184923503
1838322013,9392697225,"(-75.5698602, 6.1621947)","(-75.5699777, 6.1622602)",13.241858155951297
1838322013,1838322232,"(-75.5698602, 6.1621947)","(-75.5689678, 6.1614442)",101.77915114579321
1838322168,7116355217,"(-75.5675498, 6.157027)","(-75.5664355, 6.158346)",129.6873743641932
1838322168,1838322188,"(-75.5675498, 6.157027)","(-75.5668592, 6.1565931)",78.0277163728414
1838322168,7642035035,"(-75.5675498, 6.157027)","(-75.5692354, 6.1542234)",203.69057556597633
1838322174,7116355217,"(-75.5665411, 6.1587188)","(-75.5664355, 6.158346)",15.704185950807199
1838322174,1863090156,"(-75.5665411, 6.1587188)","(-75.5690904, 6.1586222)",284.57544966071987
1838322174,1838322219,"(-75.5665411, 6.1587188)","(-75.5667074, 6.1593635)",25.818653235497628
1838322180,9389406245,"(-75.5682539, 6.1611318)","(-75.5684366, 6.161316)",21.028152748407212
1838322180,7115673597,"(-75.5682539, 6.1611318)","(-75.5674208, 6.1603302)",95.63263395594886
1838322185,1838322197,"(-75.5637998, 6.1531491)","(-75.5655393, 6.15391)",195.3216343193544
1838322185,1838322224,"(-75.5637998, 6.1531491)","(-75.5635687, 6.1513916)",55.3123625892081
1838322185,5835188868,"(-75.5637998, 6.1531491)","(-75.5631099, 6.1542721)",83.1138422078143
1838322188,1838322168,"(-75.5668592, 6.1565931)","(-75.5675498, 6.157027)",78.0277163728414
1838322188,1838322319,"(-75.5668592, 6.1565931)","(-75.566566, 6.1557646)",40.03650792391535
1838322188,9381180643,"(-75.5668592, 6.1565931)","(-75.5654562, 6.1560848)",157.24610218017418
1838322193,1838322197,"(-75.5659631, 6.1541981)","(-75.5655393, 6.15391)",47.98113039560676
1838322193,6130025207,"(-75.5659631, 6.1541981)","(-75.5667081, 6.1547181)",84.41000842777014
1838322193,4042668991,"(-75.5659631, 6.1541981)","(-75.5660815, 6.151242)",83.33910153944767
1838322197,1838322193,"(-75.5655393, 6.15391)","(-75.5659631, 6.1541981)",47.98113039560676
1838322197,1838322185,"(-75.5655393, 6.15391)","(-75.5637998, 6.1531491)",195.3216343193544
1838322197,9381180656,"(-75.5655393, 6.15391)","(-75.5648285, 6.1548674)",83.69872784815144
1838322218,9389406233,"(-75.5685254, 6.1613451)","(-75.5685296, 6.161275)",2.006475755656651
1838322218,6130024581,"(-75.5685254, 6.1613451)","(-75.5688136, 6.1613403)",32.17028096927426
1838322219,7115673597,"(-75.5667074, 6.1593635)","(-75.5674208, 6.1603302)",84.05533106677265
1838322219,1838322174,"(-75.5667074, 6.1593635)","(-75.5665411, 6.1587188)",25.818653235497628
1838322219,1841384684,"(-75.5667074, 6.1593635)","(-75.5650094, 6.1611276)",195.7950609824404
1838322224,1838322185,"(-75.5635687, 6.1513916)","(-75.5637998, 6.1531491)",55.3123625892081
1838322224,1838324534,"(-75.5635687, 6.1513916)","(-75.5616527, 6.1477677)",236.4761842451019
1838322224,6810658580,"(-75.5635687, 6.1513916)","(-75.5615228, 6.1505007)",229.71430339652449
1838322232,6816383794,"(-75.5689678, 6.1614442)","(-75.5695747, 6.1602462)",75.50397015583081
1838322232,1838322013,"(-75.5689678, 6.1614442)","(-75.5698602, 6.1621947)",101.77915114579321
1838322232,6130024581,"(-75.5689678, 6.1614442)","(-75.5688136, 6.1613403)",17.45359163665054
1838322309,1838322312,"(-75.5656505, 6.1552909)","(-75.5659433, 6.1550089)",33.61290130964389
1838322309,1838322310,"(-75.5656505, 6.1552909)","(-75.5652767, 6.1548677)",43.35612701389065
1838322309,1838322318,"(-75.5656505, 6.1552909)","(-75.5648674, 6.1552528)",87.41907270487813
1838322310,1838322309,"(-75.5652767, 6.1548677)","(-75.5656505, 6.1552909)",43.35612701389065
1838322311,1838322315,"(-75.5662115, 6.1547156)","(-75.5665116, 6.1548941)",33.864785838987544
1838322311,1838322312,"(-75.5662115, 6.1547156)","(-75.5659433, 6.1550089)",31.03075704273921
1838322311,1838322317,"(-75.5662115, 6.1547156)","(-75.5657112, 6.1547783)",55.872682165277375
1838322312,1838322311,"(-75.5659433, 6.1550089)","(-75.5662115, 6.1547156)",31.03075704273921
1838322312,1838322309,"(-75.5659433, 6.1550089)","(-75.5656505, 6.1552909)",33.61290130964389
1838322312,1838322320,"(-75.5659433, 6.1550089)","(-75.5663627, 6.1557608)",51.28045410780493
1838322315,1838322311,"(-75.5665116, 6.1548941)","(-75.5662115, 6.1547156)",33.864785838987544
1838322317,1838322311,"(-75.5657112, 6.1547783)","(-75.5662115, 6.1547156)",55.872682165277375
1838322318,1838322309,"(-75.5648674, 6.1552528)","(-75.5656505, 6.1552909)",87.41907270487813
1838322319,1838322320,"(-75.566566, 6.1557646)","(-75.5663627, 6.1557608)",22.693378023603806
1838322319,1838322188,"(-75.566566, 6.1557646)","(-75.5668592, 6.1565931)",40.03650792391535
1838322319,6130025207,"(-75.566566, 6.1557646)","(-75.5667081, 6.1547181)",33.1673311507306
1838322320,1838322319,"(-75.5663627, 6.1557608)","(-75.566566, 6.1557646)",22.693378023603806
1838322320,1838322312,"(-75.5663627, 6.1557608)","(-75.5659433, 6.1550089)",51.28045410780493
1838322320,9381180641,"(-75.5663627, 6.1557608)","(-75.5665384, 6.1562528)",23.92042194009494
1838324396,1838324516,"(-75.5588124, 6.1402754)","(-75.5613273, 6.1448406)",308.1658860170793
1838324396,1838324528,"(-75.5588124, 6.1402754)","(-75.5544564, 6.1367705)",495.93634381682614
1838324396,8304858499,"(-75.5588124, 6.1402754)","(-75.5616696, 6.1401315)",318.95670668749443
1838324481,2316082312,"(-75.5502158, 6.1265716)","(-75.54536, 6.1199755)",572.3483055327982
1838324481,2316082309,"(-75.5502158, 6.1265716)","(-75.550121, 6.1277801)",35.29879956006997
1838324491,1838324528,"(-75.552663, 6.1314153)","(-75.5544564, 6.1367705)",249.6642771481093
1838324491,1838324481,"(-75.552663, 6.1314153)","(-75.5502158, 6.1265716)",304.6861228274687
1838324516,8304903745,"(-75.5613273, 6.1448406)","(-75.5620699, 6.1452524)",83.68110814962006
1838324516,1838324396,"(-75.5613273, 6.1448406)","(-75.5588124, 6.1402754)",308.1658860170793
1838324516,6067052010,"(-75.5613273, 6.1448406)","(-75.5567859, 6.144245)",507.19957968179864
1838324528,1838324396,"(-75.5544564, 6.1367705)","(-75.5588124, 6.1402754)",495.93634381682614
1838324528,1838324491,"(-75.5544564, 6.1367705)","(-75.552663, 6.1314153)",249.6642771481093
1838324528,8304896975,"(-75.5544564, 6.1367705)","(-75.5570394, 6.1312082)",327.3168981237262
1838324534,1838322224,"(-75.5616527, 6.1477677)","(-75.5635687, 6.1513916)",236.4761842451019
1838324534,6067051284,"(-75.5616527, 6.1477677)","(-75.5615172, 6.1463818)",41.44710187562119
1838324534,6067051283,"(-75.5616527, 6.1477677)","(-75.5635813, 6.1486405)",216.6448806353315
1838325160,2316082309,"(-75.5454477, 6.1209539)","(-75.550121, 6.1277801)",555.2594699988057
1838325160,2316082312,"(-75.5454477, 6.1209539)","(-75.54536, 6.1199755)",28.976034586646094
1838325188,2317731152,"(-75.5432843, 6.1212195)","(-75.5436862, 6.1215752)",45.944414234455856
1838325656,4044409114,"(-75.5304025, 6.1367263)","(-75.5315748, 6.1350557)",138.9103116968907
1838325656,1838325659,"(-75.5304025, 6.1367263)","(-75.5294778, 6.1381263)",110.36341376161607
1838325656,9919060929,"(-75.5304025, 6.1367263)","(-75.529878, 6.1369212)",58.79857336775982
1838325659,5298167757,"(-75.5294778, 6.1381263)","(-75.529463, 6.1382452)",3.706379379416268
1838325659,1838325656,"(-75.5294778, 6.1381263)","(-75.5304025, 6.1367263)",110.36341376161607
1838325659,9918564459,"(-75.5294778, 6.1381263)","(-75.5337716, 6.1377176)",479.4247486087653
1838325673,5298167757,"(-75.5289981, 6.1386293)","(-75.529463, 6.1382452)",52.989099371624704
1838325673,5298167740,"(-75.5289981, 6.1386293)","(-75.5287939, 6.1389976)",25.003474476977118
1838325673,5296791951,"(-75.5289981, 6.1386293)","(-75.5277965, 6.1386689)",134.13135204858702
1838325719,4044409114,"(-75.5319151, 6.1338308)","(-75.5315748, 6.1350557)",51.096193388536136
1838325719,5298167786,"(-75.5319151, 6.1338308)","(-75.5313338, 6.1330123)",68.78804780491382
1839422321,9392661225,"(-75.5733184, 6.1606401)","(-75.5732385, 6.1606143)",8.947590493197014
1839422321,1839422372,"(-75.5733184, 6.1606401)","(-75.5733346, 6.1624347)",49.96156907406099
1839422321,1839422457,"(-75.5733184, 6.1606401)","(-75.5738194, 6.159329)",66.76809475615202
1839422332,6807053750,"(-75.5793248, 6.1649692)","(-75.5788399, 6.1643274)",56.993522045658835
1839422332,1863090183,"(-75.5793248, 6.1649692)","(-75.5792162, 6.1650671)",12.424352538433057
1839422333,9395129449,"(-75.5744919, 6.1648983)","(-75.5760362, 6.1657038)",173.83111045812063
1839422336,9372774856,"(-75.5787291, 6.1656998)","(-75.5787441, 6.1656278)",2.610210296149797
1839422336,1863090163,"(-75.5787291, 6.1656998)","(-75.5801704, 6.1659549)",161.0399945010237
1839422372,3924033208,"(-75.5733346, 6.1624347)","(-75.5718328, 6.162993)",168.35496060059333
1839422372,1839422321,"(-75.5733346, 6.1624347)","(-75.5733184, 6.1606401)",49.96156907406099
1839422372,3354556527,"(-75.5733346, 6.1624347)","(-75.5711138, 6.15995)",257.35405490293635
1839422412,9395605395,"(-75.5794522, 6.1686151)","(-75.5798503, 6.1681433)",46.334045526474455
1839422412,3924033396,"(-75.5794522, 6.1686151)","(-75.5787122, 6.1676064)",87.23536198748542
1839422457,1863090178,"(-75.5738194, 6.159329)","(-75.5747259, 6.1597557)",101.88102927588564
1839422457,1863090131,"(-75.5738194, 6.159329)","(-75.5728618, 6.1585236)",109.21447476367997
1839422457,1839422321,"(-75.5738194, 6.159329)","(-75.5733184, 6.1606401)",66.76809475615202
1839422457,1863090158,"(-75.5738194, 6.159329)","(-75.5755029, 6.1571582)",197.38402758958688
1839799067,1839799173,"(-75.5772867, 6.1535152)","(-75.576014, 6.1507473)",161.58477676352845
1839799067,4042668085,"(-75.5772867, 6.1535152)","(-75.5787257, 6.153473)",160.63118599979705
1839799067,2626002466,"(-75.5772867, 6.1535152)","(-75.5775018, 6.153964)",27.061392543952017
1839799075,3354580848,"(-75.5761193, 6.1492685)","(-75.575953, 6.1490939)",19.187902915435465
1839799075,1839799173,"(-75.5761193, 6.1492685)","(-75.576014, 6.1507473)",42.78145003070054
1839799075,5054023365,"(-75.5761193, 6.1492685)","(-75.5763836, 6.1493102)",29.52500550997842
1839799173,1839799075,"(-75.576014, 6.1507473)","(-75.5761193, 6.1492685)",42.78145003070054
1839799173,1839799067,"(-75.576014, 6.1507473)","(-75.5772867, 6.1535152)",161.58477676352845
1839799173,9687788136,"(-75.576014, 6.1507473)","(-75.5754595, 6.1506899)",61.916072882348125
1839800498,9391257557,"(-75.5645348, 6.1672143)","(-75.5645335, 6.1671596)",1.5296532770669513
1839800498,2620473741,"(-75.5645348, 6.1672143)","(-75.5638436, 6.1672894)",77.18272118921435
1839800498,4043691540,"(-75.5645348, 6.1672143)","(-75.5648774, 6.1671115)",38.34925529724244
1839800499,1839800509,"(-75.5609018, 6.1675009)","(-75.5601481, 6.1671396)",84.73027841465289
1839800499,1839800513,"(-75.5609018, 6.1675009)","(-75.5622734, 6.1674503)",153.10971052101974
1839800499,1868216264,"(-75.5609018, 6.1675009)","(-75.5605933, 6.1665783)",42.96301662584498
1839800499,2620494687,"(-75.5609018, 6.1675009)","(-75.5608068, 6.1682407)",23.16908559447931
1839800509,1868216245,"(-75.5601481, 6.1671396)","(-75.5568852, 6.1667376)",364.3892866508085
1839800509,1839800499,"(-75.5601481, 6.1671396)","(-75.5609018, 6.1675009)",84.73027841465289
1839800509,2620494728,"(-75.5601481, 6.1671396)","(-75.5598824, 6.1689995)",59.68304450106114
1839800513,1839800499,"(-75.5622734, 6.1674503)","(-75.5609018, 6.1675009)",153.10971052101974
1839800513,2620473741,"(-75.5622734, 6.1674503)","(-75.5638436, 6.1672894)",175.32897651395555
1839800513,5412575585,"(-75.5622734, 6.1674503)","(-75.561351, 6.1696103)",119.23997564965534
1841320513,1679943136,"(-75.5003252, 6.170739)","(-75.502642, 6.172488)",263.1908316165488
1841320513,8487341118,"(-75.5003252, 6.170739)","(-75.5020326, 6.1646343)",255.8368026341843
1841320513,419001681,"(-75.5003252, 6.170739)","(-75.4951141, 6.1745272)",591.2473213854499
1841320581,1841320741,"(-75.4925673, 6.17821)","(-75.4953904, 6.177368)",316.0022746341277
